codigo_truper,codigo_barras,clave,descripcion,descripcion_familia,marca,categoria,presentacion,precio_catalogo_mayoreo,precio_catalogo_medio_mayoreo,precio_catalogo_publico,precio_venta,existencia,datos_completos,confianza_extraccion,requiere_revision,pagina_catalogo,encontrado_en_pdf
10012,,M-20B,,,,,,,,,,,False,baja,True,,False
10013,,M-10B,"Conexión antitorceduras para manguera », k|v""-1i|sx"" (19 » 27 mm) 2",Conexión antitorceduras para manguera »,,,"k|v""-1i|sx"" (19 » 27 mm) 2",20,22,24,24,,True,alta,False,191,True
10021,,M-4B,"Conexión antitorceduras para manguera », k|ze-m|ze (10 » 16 mm) 4",Conexión antitorceduras para manguera »,,,k|ze-m|ze (10 » 16 mm) 4,35,38,42,42,,True,alta,False,191,True
10025,,JDTH-3/8X9,,,,,,,,,,,False,baja,True,,False
10026,,JDTH-1/2X10,,,,,,,,,,,False,baja,True,,False
10027,,JDTH-1/4X7,,,,,,,,,,,False,baja,True,,False
10031,,MINI-6B,"Conexión antitorceduras para manguera », i|t""-k|v"" (13 » 19 mm) 4",Conexión antitorceduras para manguera »,,,"i|t""-k|v"" (13 » 19 mm) 4",21,23,25,25,,True,alta,False,191,True
10032,,MINI-4B,"Conexión antitorceduras para manguera », k|z""-m|z"" (10 » 16 mm) 4",Conexión antitorceduras para manguera »,,,"k|z""-m|z"" (10 » 16 mm) 4",21,23,25,25,,True,alta,False,191,True
10037,,CORG-20,Charola de usos múltiples,Charola de usos múltiples,,,,130,160,160,160,,True,alta,False,76,True
10038,,PAZAR-5,"REGIONAL mango sin, 5 [®b ==",REGIONAL mango sin,,,5 [®b ==,94,104,114,114,,True,alta,False,291,True
10039,,PAZAC-5,"REGIONAL mango, 5 [®b ==",REGIONAL mango,,,5 [®b ==,94,104,114,114,,True,alta,False,291,True
10068,,BOAP-1/2,,,,,,,,,,,False,baja,True,,False
10069,,BOAP-3/4,,,,,,,,,,,False,baja,True,,False
10070,,BOAP-1,,,,,,,,,,,False,baja,True,,False
10077,,HIDR-1/2X24,,,,,,,,,,,False,baja,True,,False
10079,,CAT-15FF,,,,,,,,,,,False,baja,True,,False
10097,,CATA-40,"de acero para mecánico Cama/ banco de acero para mecánico, 36"", 150 kg","de acero para mecánico Cama/ banco de acero para mecánico, 36""",,,150 kg,1250,1375,1515,1515,,True,alta,False,163,True
10098,,CATA-36,"de acero para mecánico Cama/ banco de acero para mecánico, 36"", 130 kg","de acero para mecánico Cama/ banco de acero para mecánico, 36""",,,130 kg,1085,1185,1300,1300,,True,alta,False,163,True
10210,,AJ-6,,,,,,80,98,98,98,,False,media,True,33,True
10220,,REP-AJ-6,,,,,,68,75,83,83,,False,media,True,33,True
10221,,ACA-6X,,,,,,200,240,240,240,,False,media,True,33,True
10229,,REP-ACA-6X,,,,,,98,108,118,118,,False,media,True,33,True
10233,,CAT-45FF,,,,,,,,,,,False,baja,True,,False
10235,,FDO-2,"Fumigadores domésticos, 2 L (0.5 gal) 0.41 kg",Fumigadores domésticos,,,2 L (0.5 gal) 0.41 kg,125,137,152,152,,True,alta,False,194,True
10252,,CAT-50FF,,,,,,,,,,,False,baja,True,,False
10253,,CAT-55FF,,,,,,,,,,,False,baja,True,,False
10254,,AJT-21,,,,,"240 mm 630 mm 21"" (530 mm) 170 mm",215,235,255,255,,False,media,True,33,True
10255,,CAT-60FF,,,,,,,,,,,False,baja,True,,False
10256,,T-460-18BB,,,,,,,,,,,False,baja,True,,False
10257,,PAZAC-6,"REGIONAL mango, 6 [®b ==",REGIONAL mango,,,6 [®b ==,100,110,120,120,,True,alta,False,291,True
10258,,AJT-24,,,,,"230 mm 700 mm 24"" (610 mm) 185 mm",225,245,270,270,,False,media,True,33,True
10259,,GA-10R,"Gancho metálico recto reforzado con portaetiqueta, 10 (25 cm)",Gancho metálico recto reforzado con portaetiqueta,,,10 (25 cm),42,42,42,42,,True,alta,False,598,True
10260,,AJT-30,,,,,"260 mm 860 mm 30"" (760 mm) 200 mm",255,280,310,310,,False,media,True,33,True
10266,,REP-AJT-21,,,,,"'- 21"" (530 mm) -",39,47,47,47,,False,media,True,33,True
10270,,REP-AJT-24,,,,,"'- 24"" (610 mm) -",43,52,52,52,,False,media,True,33,True
10271,,REP-AJT-30,,,,,"'- 30"" (760 mm) -",52,62,62,62,,False,media,True,33,True
10303,,REG-3X,"Aspersor base metálica, 3 brazos","Aspersor base metálica, 3 brazos",,,,110,120,130,130,,True,alta,False,189,True
10312,,ASP-MAN,Aspersor base metálica tipo manguera,Aspersor base metálica tipo manguera,,,,415,455,505,505,,True,alta,False,189,True
10313,,SU-6000,,,,,,,,,,,False,baja,True,,False
10314,,SU-7500,,,,,,,,,,,False,baja,True,,False
10315,,ASP,"Aspersores metálicos, alta presión doble salida de agua, NA NA 6","Aspersores metálicos, alta presión doble salida de agua",,,NA NA 6,172,187,207,207,,True,alta,False,188,True
10316,,ASP-3/4BR,"Aspersores agrícolas, 30-90 psi 3⁄v""",Aspersores agrícolas,,,"30-90 psi 3⁄v""",305,365,365,365,,True,alta,True,188,True
10317,,ASP-1BR,"Aspersores agrícolas, 40-90 psi 1""",Aspersores agrícolas,,,"40-90 psi 1""",550,600,660,660,,True,alta,False,188,True
10318,,ASP-11,"Aspersores metálicos, alta presión doble salida de agua, 1 6","Aspersores metálicos, alta presión doble salida de agua",,,1 6,215,235,255,255,,True,alta,False,188,True
10321,,ASP-11X,"Aspersores metálicos, alta presión doble salida de agua, 6","Aspersores metálicos, alta presión doble salida de agua",,,6,219,239,262,262,,True,alta,False,188,True
10323,,ASP-11R,"Aspersores metálicos, alta presión doble salida de agua, 3","Aspersores metálicos, alta presión doble salida de agua",,,3,375,410,450,450,,True,alta,False,188,True
10324,,DOS,"doble salida de agua, NA NA",doble salida de agua,,,NA NA,125,137,152,152,,True,alta,False,188,True
10325,,REG-32,,,,,,200,220,240,240,,False,media,True,187,True
10327,,DOS-11,"doble salida de agua, 1",doble salida de agua,,,1,159,174,192,192,,True,alta,False,188,True
10328,,ASP-8,"Aspersor base de aluminio, 8 funciones","Aspersor base de aluminio, 8 funciones",,,,175,195,215,215,,True,alta,False,189,True
10329,,ASP-50,Aspersor base de acero con aspas,Aspersor base de acero con aspas,,,,165,180,200,200,,True,alta,False,189,True
10330,,DOS-11X,doble salida de agua,doble salida de agua,,,,165,180,200,200,,True,alta,False,188,True
10333,,ASP-P,"Aspersores plásticos, NA NA",Aspersores plásticos,,,NA NA,55,60,66,66,,True,alta,False,188,True
10336,,ASP-P11,"Aspersores plásticos, 1",Aspersores plásticos,,,1,89,99,109,109,,True,alta,False,188,True
10339,,ASP-P11X,Aspersores plásticos,Aspersores plásticos,,,,98,108,118,118,,True,alta,False,188,True
10351,,SAPO-1,"Aspersor tipo sapo, chorro fino","Aspersor tipo sapo, chorro fino",,,,103,113,123,123,,True,alta,False,189,True
10359,,ACE-20,,,,,,150,165,180,180,,False,media,True,35,True
10361,,ACE-25,,,,,,,,,,,False,baja,True,,False
10362,,ACE-30,,,,,,,,,,,False,baja,True,,False
10363,,OSCI-17,"Aspersor oscilatorio, metal-plástico","Aspersor oscilatorio, metal-plástico",,,,219,239,262,262,,True,alta,False,189,True
10364,,ACE-35,,código contra página,,,35,,,,,,False,baja,True,,True
10366,,EST-8,"para aspersor, 2 vías","para aspersor, 2 vías",,,,45,50,55,55,,True,alta,False,188,True
10372,,AD-2,,código contra página,,,192,,,,,,False,baja,True,,True
10375,,AD-2X,,código contra página,,,192,,,,,,False,baja,True,,True
10378,,M-FLEX,Conexión antitorceduras para manguera,Conexión antitorceduras para manguera,,,,85,95,105,105,,True,alta,False,191,True
10380,,CHP-20X,"Cajas para herramienta calidad industrial, broches metálicos, 20 (50 cm) 10 1⁄v"" × 9"" (26 × 23 cm) 2.3 kg 21 L \] ;6 2","Cajas para herramienta calidad industrial, broches metálicos",,,"20 (50 cm) 10 1⁄v"" × 9"" (26 × 23 cm) 2.3 kg 21 L \] ;6 2",355,430,430,430,,True,alta,False,76,True
10381,,EMP-MA10,Bolsa con 10 empaques antifuga para manguera,Bolsa con 10 empaques antifuga para manguera,,,,14,14,15.50,15.50,,True,alta,False,191,True
10387,,GAN-MA,"Portamangueras plásticos, Naranja",Portamangueras plásticos,,,Naranja,89,99,109,109,,True,alta,False,226,True
10388,,CAMAI-15,"Mangueras, 15 m 3⁄z 7 mm 270 g",Mangueras,,,15 m 3⁄z 7 mm 270 g,2825,3125,3425,3425,,True,alta,False,101,True
10390,,PORMA-50,"Portamanguera de pared, TRUPER",,TRUPER,Mangueras para jardín en combo | Portamangueras,,515,565,625,625,,True,media,True,226,True
10400,,MUT-830,"Multímetro digital escolar, TRUPER",,TRUPER,"Multímetros digitales, medidor láser de temperatura y detector de materiales",,,,,,,True,baja,True,,False
10401,,MUT-33,"Multímetro digital junior, TRUPER",,TRUPER,"Multímetros digitales, medidor láser de temperatura y detector de materiales",,,,,,,True,baja,True,,False
10402,,MUT-39,,,,,,,,,,,False,baja,True,,False
10403,,MUT-105,,,,,,,,,,,False,baja,True,,False
10404,,MUT-202,,,,,,,,,,,False,baja,True,,False
10440,,CAR-KID-T,,5,,,,,,,,,False,baja,True,,True
10493,,INCO-CAB,"Cables de repuesto para inversores de corriente, INCO-210, INCO-150, INCO-110, ÖINCO-1500 e ÖINCO-1000",Cables de repuesto para inversores de corriente,,,"INCO-210, INCO-150, INCO-110, ÖINCO-1500 e ÖINCO-1000",355,430,430,430,,True,alta,False,23,True
10494,,DTROM-12B,Desarmador tipo trompo con 7 puntas y 6 puntas dobles,Desarmador tipo trompo con 7 puntas y 6 puntas dobles,,,,83,92,102,102,,True,alta,False,146,True
10495,,ESTD-24,,,,,,,,,,,False,baja,True,,False
10496,,ESTD-25,,,,,,,,,,,False,baja,True,,False
10497,,ESTD-26,,,,,,,,,,,False,baja,True,,False
10498,,ESTD-27,,,,,,,,,,,False,baja,True,,False
10499,,TABU-2,"Taburete de 2 peldaños, TRUPER",,TRUPER,"Escalerillas plegables, escaleras multiposición y taburetes",,,,,,,True,baja,True,,False
10539,,CPE-16N,"Caja para pesca, 16""","Caja para pesca, 16""",,,,205,225,245,245,,True,alta,False,76,True
10540,,ADC-5/8,"Adaptadores para discos abrasivos de corte, m|z»11»",Adaptadores para discos abrasivos de corte,,,m|z»11»,129,143,158,158,,True,alta,True,153,True
10541,,ADC-M14,"Adaptadores para discos abrasivos de corte, »14»2==",Adaptadores para discos abrasivos de corte,,,»14»2==,129,143,158,158,,True,alta,False,153,True
10542,,ADT27-5/8,"Adaptadores para discos abrasivos de corte y desbaste, m|z»11»",Adaptadores para discos abrasivos de corte y desbaste,,,m|z»11»,185,205,225,225,,True,alta,True,153,True
10543,,ADT27-M14,"Adaptadores para discos abrasivos de corte y desbaste, »14»2==",Adaptadores para discos abrasivos de corte y desbaste,,,»14»2==,185,205,225,225,,True,alta,False,153,True
10544,,ADC-MINI,"Adaptador para discos abrasivos de corte y desbaste, m|z»11»",Adaptador para discos abrasivos de corte y desbaste,,,m|z»11»,64,70,77,77,,True,alta,False,153,True
10545,,LLUDA,Llave universal para adaptadores std y mm,Llave universal para adaptadores std y mm,,,,103,113,123,123,,True,alta,False,153,True
10553,,ATJ,,,,,,,,,,,False,baja,True,,False
10554,,MAC-18,"curva, cabeza cónica Mazos de hule, 8 oz 18 mm [[ (28 cm)","curva, cabeza cónica Mazos de hule",,,8 oz 18 mm [[ (28 cm),90,100,110,110,,True,alta,False,282,True
10555,,ATJ-KID,,,,,,,,,,,False,baja,True,,False
10557,,MAC-23,"curva, cabeza cónica Mazos de hule, 11 oz 23 mm [[ (28 cm)","curva, cabeza cónica Mazos de hule",,,11 oz 23 mm [[ (28 cm),95,105,115,115,,True,alta,False,282,True
10558,,MAC-25,"curva, cabeza cónica Mazos de hule, 14 oz 25 mm [] (33 cm)","curva, cabeza cónica Mazos de hule",,,14 oz 25 mm [] (33 cm),100,110,120,120,,True,alta,False,282,True
10559,,ATJ-F,,,,,,,,,,,False,baja,True,,False
10560,,MAC-27,"curva, cabeza cónica Mazos de hule, 16 oz 27 mm [] (33 cm)","curva, cabeza cónica Mazos de hule",,,16 oz 27 mm [] (33 cm),110,120,130,130,,True,alta,False,282,True
10561,,MAC-29,"curva, cabeza cónica Mazos de hule, 20 oz 29 mm [^ (35 cm)","curva, cabeza cónica Mazos de hule",,,20 oz 29 mm [^ (35 cm),140,155,170,170,,True,alta,False,282,True
10562,,ATJ-C,,,,,,,,,,,False,baja,True,,False
10565,,ATM,,,,,,,,,,,False,baja,True,,False
10568,,CUL,,,,,,,,,,,False,baja,True,,False
10599,,CO-60P,,,,,CAT-60PL Tubular,415,455,505,505,,False,media,True,88,True
10600,,AL-0,"Azadones Lane con mango de fibra de vidrio 54"" (135 cm), Y [®` l0 (0.7 kg) 6 1⁄2"" × 7"" (17 × 18 cm)","Azadones Lane con mango de fibra de vidrio 54"" (135 cm)",,,"Y [®` l0 (0.7 kg) 6 1⁄2"" × 7"" (17 × 18 cm)",140,155,170,170,,True,alta,False,35,True
10603,,AL-1,"Azadones Lane con mango de fibra de vidrio 54"" (135 cm), [ [®b l0 (0.8 kg) 7 1⁄2"" × 7 1⁄2"" (19 × 19 cm)","Azadones Lane con mango de fibra de vidrio 54"" (135 cm)",,,"[ [®b l0 (0.8 kg) 7 1⁄2"" × 7 1⁄2"" (19 × 19 cm)",145,160,175,175,,True,alta,False,35,True
10606,,AL-2,,,,,,,,,,,False,baja,True,,False
10609,,AL-3,,,,,,,,,,,False,baja,True,,False
10612,,AL-0M,"Azadones Lane con mango de fibra de vidrio 54"" (135 cm), Y [®` l0 (0.7 kg) 6 1⁄2"" × 7"" (17 × 18 cm)","Azadones Lane con mango de fibra de vidrio 54"" (135 cm)",,,"Y [®` l0 (0.7 kg) 6 1⁄2"" × 7"" (17 × 18 cm)",295,325,355,355,,True,alta,False,35,True
10615,,AL-1M,"Azadones Lane con mango de fibra de vidrio 54"" (135 cm), [ [®b l0 (0.8 kg) 7 1⁄2"" × 7 1⁄2"" (19 × 19 cm)","Azadones Lane con mango de fibra de vidrio 54"" (135 cm)",,,"[ [®b l0 (0.8 kg) 7 1⁄2"" × 7 1⁄2"" (19 × 19 cm)",300,330,360,360,,True,alta,False,35,True
10617,,LI-CA-130R,"Linterna LED recargable , tipo minero, 160 lm, 150 g","Linterna LED recargable , tipo minero, 160 lm",,,150 g,355,430,430,430,,True,alta,False,203,True
10618,,AL-2M,"Azadones Lane con mango de fibra de vidrio 54"" (135 cm), 2 \ l0 (0.9 kg) 8"" × 8"" (20 × 20 cm)","Azadones Lane con mango de fibra de vidrio 54"" (135 cm)",,,"2 \ l0 (0.9 kg) 8"" × 8"" (20 × 20 cm)",305,335,365,365,,True,alta,False,35,True
10621,,AL-3M,"Azadones Lane con mango de fibra de vidrio 54"" (135 cm), ] \®[ l0 (1 kg) 8 1⁄2"" × 8 1⁄2"" (22 × 22 cm)","Azadones Lane con mango de fibra de vidrio 54"" (135 cm)",,,"] \®[ l0 (1 kg) 8 1⁄2"" × 8 1⁄2"" (22 × 22 cm)",310,340,375,375,,True,alta,False,35,True
10638,,GAN-MAV,"Portamangueras plásticos, Verde",Portamangueras plásticos,,,Verde,89,99,109,109,,True,alta,False,226,True
10645,,PISO-5X,"Juego de pistola para sopletear con 5 boquillas, 150 psi",Juego de pistola para sopletear con 5 boquillas,,,150 psi,185,205,225,225,,True,alta,False,107,True
10647,,PISO-363,"Juego de pistola para sopletear con 2 boquillas, 90 psi",Juego de pistola para sopletear con 2 boquillas,,,90 psi,175,195,215,215,,True,alta,False,107,True
10648,,PISO-358,"Pistola plástica para sopletear, 90 psi",Pistola plástica para sopletear,,,90 psi,125,137,152,152,,True,alta,False,107,True
10652,,JCEA-3,"3 Mini cepillos, cerdas de acero inoxidable , latón y PET, 28","3 Mini cepillos, cerdas de acero inoxidable , latón y PET",,,28,64,70,77,77,,True,alta,False,90,True
10656,,CEA-54I,,,,,,,,,,,False,baja,True,,False
10662,,ABT-500,"Discos abrasivos para corte de metal, c 3 mm 6,600 rpm",Discos abrasivos para corte de metal,,,"c 3 mm 6,600 rpm",72,79,87,87,,True,alta,False,153,True
10664,,ABT-786,"abrasivos para corte de metal, ^ i|t 2 mm 13,200 rpm",abrasivos para corte de metal,,,"^ i|t 2 mm 13,200 rpm",15.50,17,19,19,,True,alta,False,153,True
10665,,ABT-787,"abrasivos para corte de metal, a 2 mm 8,500 rpm",abrasivos para corte de metal,,,"a 2 mm 8,500 rpm",39,43,47,47,,True,alta,False,153,True
10666,,ABT-783,"abrasivos para corte de metal Discos, a 8,500 rpm",abrasivos para corte de metal Discos,,,"a 8,500 rpm",35,38,42,42,,True,alta,False,153,True
10667,,ABT-779,"abrasivos para desbaste de metal, c 6.5 mm 6,700 rpm",abrasivos para desbaste de metal,,,"c 6.5 mm 6,700 rpm",85,95,105,105,,True,alta,False,153,True
10668,,ABT-372,"abrasivos para desbaste de acero inoxidable, ^ i|t 6.5 mm 13,200 rpm",abrasivos para desbaste de acero inoxidable,,,"^ i|t 6.5 mm 13,200 rpm",59,65,72,72,,True,alta,False,153,True
10669,,ABT-389,"abrasivos para desbaste de acero inoxidable, a 7 mm 8,500 rpm",abrasivos para desbaste de acero inoxidable,,,"a 7 mm 8,500 rpm",110,120,130,130,,True,alta,False,153,True
10671,,BROU-MACH3/4X,"Juegos de machimbrador con balero, k|z k|v (19 mm) ii|sx (17.5 mm)",Juegos de machimbrador con balero,,,k|z k|v (19 mm) ii|sx (17.5 mm),270,295,325,325,,True,alta,True,74,True
10672,,BROU-MACH7/8X,"Juegos de machimbrador con balero, k|z o|z (22 mm) ik|sx (21 mm)",Juegos de machimbrador con balero,,,k|z o|z (22 mm) ik|sx (21 mm),310,340,375,375,,True,alta,True,74,True
10673,,BROU-E1-1/8X,"Broca escalonada, k|z 1 i|z (29 mm) o|z (22 mm)",Broca escalonada,,,k|z 1 i|z (29 mm) o|z (22 mm),315,345,380,380,,True,alta,True,74,True
10674,,BROU-J1X,"Broca jovel, k|z 1 (25 mm) o|z (22 mm)",Broca jovel,,,k|z 1 (25 mm) o|z (22 mm),300,330,360,360,,True,alta,False,74,True
10675,,BROU-Z1-1/4X,"Broca zafiro, k|z 1 i|v (32 mm) o|z (22 mm)",Broca zafiro,,,k|z 1 i|v (32 mm) o|z (22 mm),345,380,420,420,,True,alta,True,74,True
10676,,BROU-ESP1-1/4X,"Broca española, k|z 1 i|v (32 mm) jm|ut (20 mm)",Broca española,,,k|z 1 i|v (32 mm) jm|ut (20 mm),315,345,380,380,,True,alta,True,74,True
10677,,BROU-CO-7/8X,"Broca collarín, k|z o|z (22 mm) jm|ut (20 mm)",Broca collarín,,,k|z o|z (22 mm) jm|ut (20 mm),260,285,315,315,,True,alta,True,74,True
10750,,BAP-100,"Barretas de punta Barras cavadoras, o|z (22 mm) 3.1 kg (6.9 lb) 100 cm (39"") 60 mm",Barretas de punta Barras cavadoras,,,"o|z (22 mm) 3.1 kg (6.9 lb) 100 cm (39"") 60 mm",300,330,360,360,,True,alta,False,36,True
10751,,DTROM-7,Desarmador tipo trompo con 7 puntas,Desarmador tipo trompo con 7 puntas,,,,65,72,79,79,,True,alta,False,146,True
10752,,ADA-3,"Juego de 3 adaptadores para dados, largo 2 3⁄4 (70 mm)","Juego de 3 adaptadores para dados, largo 2 3⁄4 (70 mm)",,,,64,77,77,77,,True,alta,False,320,True
10753,,BAP-125,"Barretas de punta Barras cavadoras, o|z (22 mm) 3.9 kg (8.5 lb) 125 cm (49"") 60 mm",Barretas de punta Barras cavadoras,,,"o|z (22 mm) 3.9 kg (8.5 lb) 125 cm (49"") 60 mm",360,395,435,435,,True,alta,False,36,True
10756,,BAP-150,"Barretas de punta Barras cavadoras, 1 (25 mm) 6.4 kg (14 lb) 150 cm (59"") 72 mm",Barretas de punta Barras cavadoras,,,"1 (25 mm) 6.4 kg (14 lb) 150 cm (59"") 72 mm",550,600,660,660,,True,alta,False,36,True
10758,,PUN-61,,"Juego depuntas mixtas, 61piezas",,,,200,220,240,240,,False,media,True,319,True
10759,,BAP-150E,"Barretas de punta Barras cavadoras, 1 (25 mm) 6.4 kg (14 lb) 150 cm (59"") 67 mm",Barretas de punta Barras cavadoras,,,"1 (25 mm) 6.4 kg (14 lb) 150 cm (59"") 67 mm",550,600,660,660,,True,alta,False,36,True
10760,,LACA-3D,"Linterna LED de pilas, para campamento, 550 lm, 380 g","Linterna LED de pilas, para campamento, 550 lm",,,380 g,360,395,435,435,,True,alta,False,205,True
10761,,MAR-18F,"Martillo para cimbra , mango de fibra de vidrio, uña recta , 18 oz","Martillo para cimbra , mango de fibra de vidrio, uña recta , 18 oz",,,"18 oz 1 1⁄v"" [_ (38 cm)",225,245,270,270,,True,alta,False,282,True
10762,,BAP-175,"Barretas de punta Barras cavadoras, 1 (25 mm) 7.3 kg (16 lb) 175 cm (69"") 72 mm",Barretas de punta Barras cavadoras,,,"1 (25 mm) 7.3 kg (16 lb) 175 cm (69"") 72 mm",650,715,790,790,,True,alta,False,36,True
10765,,BAP-175X,"Barretas de punta Barras cavadoras, 1 i|v (32 mm) 11.1 kg (24.5 lb) 175 cm (69"") 80 mm",Barretas de punta Barras cavadoras,,,"1 i|v (32 mm) 11.1 kg (24.5 lb) 175 cm (69"") 80 mm",1025,1125,1240,1240,,True,alta,False,36,True
10770,,LT-152,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True
10771,,LT-35,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True
10772,,LT-36,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True
10773,,LT-44,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True
10774,,LT-47,,,,,,,,,,,False,baja,True,,False
10775,,LT-55,,,,,,,,,,,False,baja,True,,False
10776,,LT-57,,,,,,,,,,,False,baja,True,,False
10777,,LT-66,,,,,,,,,,,False,baja,True,,False
10778,,LT-69,,,,,,,,,,,False,baja,True,,False
10779,,LT-710,,,,,,,,,,,False,baja,True,,False
10780,,LT-914,,,,,,,,,,,False,baja,True,,False
10787,,SE-66M,"×2 Blísters con 2 seguetas para madera, 6",×2 Blísters con 2 seguetas para madera,,,6,98,118,118,118,,True,alta,False,324,True
10788,,SE-96M,"×2 Blísters con 2 seguetas para madera, 6",×2 Blísters con 2 seguetas para madera,,,6,135,150,165,165,,True,alta,False,324,True
10789,,SE-126M,"×2 Blísters con 2 seguetas para madera, 6",×2 Blísters con 2 seguetas para madera,,,6,150,165,180,180,,True,alta,False,324,True
10790,,SE-614G,"×2 Blísters con 2 seguetas para metal , plástico y madera, 10–14","×2 Blísters con 2 seguetas para metal , plástico y madera",,,10–14,85,105,105,105,,True,alta,False,324,True
10791,,SE-914G,"×2 Blísters con 2 seguetas para metal , plástico y madera, 10–14","×2 Blísters con 2 seguetas para metal , plástico y madera",,,10–14,125,137,152,152,,True,alta,False,324,True
10792,,SE-1214G,"×2 Blísters con 2 seguetas para metal , plástico y madera, 10–14","×2 Blísters con 2 seguetas para metal , plástico y madera",,,10–14,165,180,200,200,,True,alta,False,324,True
10795,,SE-614F,"×2 Blísters con 2 seguetas para metal, 14",×2 Blísters con 2 seguetas para metal,,,14,85,105,105,105,,True,alta,False,324,True
10796,,SE-618F,"×2 Blísters con 2 seguetas para metal, 18",×2 Blísters con 2 seguetas para metal,,,18,85,95,105,105,,True,alta,False,324,True
10797,,SE-624F,"×2 Blísters con 2 seguetas para metal, 24",×2 Blísters con 2 seguetas para metal,,,24,85,95,105,105,,True,alta,False,324,True
10798,,SE-818F,"×2 Blísters con 2 seguetas para metal, 18",×2 Blísters con 2 seguetas para metal,,,18,110,120,130,130,,True,alta,False,324,True
10810,,MG-DHM-3-1/2,,an6os Bara 7ac7as,,,PU-3-1/2M 8ck@DM .m3D8c.>@,225,245,270,270,,False,baja,True,222,True
10835,,FUT-3,,,,,Fumigador 3 L (0.8 gal) 0.9 kg,275,300,330,330,,False,media,True,194,True
10836,,FUT-5,,,,,Fumigador 5 L (1.3 gal) 1 kg,300,330,360,360,,False,media,True,194,True
10837,,FUT-7,,,,,Fumigador 7 L (1.8 gal) 1.4 kg,335,365,400,400,,False,media,True,194,True
10847,,GU-635,"Mecánica Guantes para mecánico, alta sensibilidad, palma de carnaza sintética, Unitalla","Mecánica Guantes para mecánico, alta sensibilidad, palma de carnaza sintética",,,Unitalla,235,280,280,280,,True,alta,False,335,True
10848,,GU-615,"Mecánica Guantes para mecánico, palma de carnaza sintética , para hombre, Unitalla","Mecánica Guantes para mecánico, palma de carnaza sintética , para hombre",,,Unitalla,145,175,175,175,,True,alta,False,335,True
10849,,GU-625,"Mecánica Guantes para mecánico, alta visibilidad , palma de carnaza sintética, Unitalla","Mecánica Guantes para mecánico, alta visibilidad , palma de carnaza sintética",,,Unitalla,215,255,255,255,,True,alta,False,335,True
10851,,MAC-27F,"pulidos, mango de fibra vidrio , uña curva, cabeza cónica, 16 oz 27 mm [] (33 cm) 36","pulidos, mango de fibra vidrio , uña curva, cabeza cónica",,,16 oz 27 mm [] (33 cm) 36,150,180,180,180,,True,alta,False,282,True
10852,,MAC-29F,"pulidos, mango de fibra vidrio , uña curva, cabeza cónica, 20 oz 29 mm [] (33 cm) 24","pulidos, mango de fibra vidrio , uña curva, cabeza cónica",,,20 oz 29 mm [] (33 cm) 24,175,215,215,215,,True,alta,False,282,True
10853,,BU-45,"de uña, k|v (19 mm) 1.4 kg (3 lb) 45 cm (18"") NA",de uña,,,"k|v (19 mm) 1.4 kg (3 lb) 45 cm (18"") NA",140,155,170,170,,True,alta,False,36,True
10856,,BU-60,"de uña, k|v (19 mm) 1.7 kg (3.8 lb) 60 cm (24"") NA",de uña,,,"k|v (19 mm) 1.7 kg (3.8 lb) 60 cm (24"") NA",180,200,220,220,,True,alta,False,36,True
10858,,MG-MB-8X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,(32 cm) MB»4 MB»8,26,29,32,32,,False,baja,True,223,True
10859,,BU-75,"de uña, k|v (19 mm) 2.1 kg (4.6 lb) 75 cm (30"") NA",de uña,,,"k|v (19 mm) 2.1 kg (4.6 lb) 75 cm (30"") NA",205,225,245,245,,True,alta,False,36,True
10860,,MG-MB-16X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,(36 cm) MB»12 MB»16,36,39,43,43,,False,baja,True,223,True
10861,,MG-MB-24X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,(39 cm) MB»24,38,42,46,46,,False,baja,True,223,True
10862,,BU-90,"de uña, k|v (19 mm) 2.5 kg (5.5 lb) 90 cm (36"") NA",de uña,,,"k|v (19 mm) 2.5 kg (5.5 lb) 90 cm (36"") NA",230,250,275,275,,True,alta,False,36,True
10863,,MG-MB-40/48X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,,52,57,62,62,,False,baja,True,223,True
10864,,COMBO-200,,,,,20 m,415,455,505,505,,False,media,True,226,True
10865,,GRT-19,Grifas de 2 bocas Barras de palanca,Grifas de 2 bocas Barras de palanca,,,,185,205,225,225,,True,alta,False,36,True
10874,,BU-120,"de uña, 1 (25 mm) 5.7 kg (12.5 lb) 120 cm (47"") NA",de uña,,,"1 (25 mm) 5.7 kg (12.5 lb) 120 cm (47"") NA",565,625,690,690,,True,alta,False,36,True
10883,,COMBO-201,"3 capas , i|t"" y portamanguera, 15 m","3 capas , i|t"" y portamanguera",,,15 m,245,270,295,295,,True,alta,False,226,True
