codigo_truper,codigo_barras,clave,descripcion,descripcion_familia,marca,categoria,presentacion,precio_catalogo_mayoreo,precio_catalogo_medio_mayoreo,precio_catalogo_publico,precio_venta,existencia,datos_completos,confianza_extraccion,requiere_revision,pagina_catalogo,encontrado_en_pdf,motivo_revision
17088,,BAS-100R,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17090,,SET-124,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17099,,CB-ROTO-1/2N6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17109,,CB-ROTO-1/2N7,,,,,257,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17112,,CU-TRI-GRUPO-01,,,,,269,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17113,,NAMU-100,"Multiherramienta con 13 funciones, TRUPER","Multiherramienta profesional , 13 funciones",TRUPER,Cuchillos tácticos y multiherramientas | Cutters / Exactos,,550,600,660,660,,True,alta,True,120,True,discrepancia_descripcion
17116,,MOTB-2,,,,,60,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17117,,MOTB-3,,,,,60,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17118,,MOTB-4,,,,,60,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17124,,COAZ-3/4,"diamante cambio rápido, k⁄v (19 mm)",diamante cambio rápido,,,k⁄v (19 mm),175,195,215,215,,True,alta,True,71,True,discrepancia_clave
17125,,COAZ-7/8,"diamante cambio rápido, o⁄z (22 mm)",diamante cambio rápido,,,o⁄z (22 mm),185,205,225,225,,True,alta,True,71,True,discrepancia_clave
17127,,COAZ-1-1/8,"diamante cambio rápido, 1 i⁄z (29 mm)",diamante cambio rápido,,,1 i⁄z (29 mm),240,265,290,290,,True,alta,True,71,True,discrepancia_clave
17128,,COAZ-1-1/4,"diamante cambio rápido, 1 i⁄v (32 mm)",diamante cambio rápido,,,1 i⁄v (32 mm),265,290,320,320,,True,alta,True,71,True,discrepancia_clave
17129,,COAZ-1-3/8,"diamante cambio rápido, 1 k⁄z (35 mm)",diamante cambio rápido,,,1 k⁄z (35 mm),295,325,355,355,,True,alta,True,71,True,discrepancia_clave
17130,,COAZ-1-1/2,"diamante cambio rápido, 1 i⁄t (38 mm)",diamante cambio rápido,,,1 i⁄t (38 mm),315,345,380,380,,True,alta,True,71,True,discrepancia_clave
17131,,COAZ-1-3/4,"diamante cambio rápido, 1 k⁄v (44 mm)",diamante cambio rápido,,,1 k⁄v (44 mm),375,410,450,450,,True,alta,True,71,True,discrepancia_clave
17132,,COAZ-2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17133,,COAZ-2-1/8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17134,,COAZ-2-1/2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17135,,COAZ-2-5/8,"Mandriles para brocasierras diamante, o⁄sx 1 3⁄8"" – 4""",Mandriles para brocasierras diamante,,,"o⁄sx 1 3⁄8"" – 4""",127,140,155,155,,True,alta,True,71,True,discrepancia_clave
17136,,COAZ-3,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17137,,COAZ-3-1/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17138,,COAZ-3-1/2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17139,,COAZ-4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17150,,PRY-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17151,,PCY-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17152,,PES-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17153,,PCAY-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17154,,PRY,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17155,,PCY,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17156,,PES,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17158,,PCAY,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17160,,PRY-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17161,,PCY-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17162,,PES-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17163,,PEP-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17164,,PCAY-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17165,,PPH-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17166,,PRL-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17167,,PCL-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17169,,PRL,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17170,,PCL,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17172,,PIR,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17174,,PCAL,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17175,,PRL-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17176,,PCL-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17177,,PIR-P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17181,,PALY-10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17186,,PIR-A,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17187,,PIR-3P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17193,,TR-BY,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17194,,TR-BYC,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17195,,TR-BY-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17196,,TR-BYFC,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17202,,PCS-4P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17204,,PRL-CG,,,,,Redonda,210,230,250,250,,False,media,True,193,True,descripcion_ambigua;extraccion_ambigua
17205,,PCL-CG,,,,,Cuadrada,210,230,250,250,,False,media,True,193,True,descripcion_ambigua;extraccion_ambigua
17226,,PES-LP,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17232,,PALY-12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17233,,PALY-14,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17239,,PRL-KID,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17247,,COMP-AERO,,»,,,,1600,1765,1765,1765,,False,media,True,98,True,descripcion_ambigua;extraccion_ambigua
17248,,TAP-GRUPO-03,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17251,,PEP-16,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17252,,PAPLA-12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17268,,CB-SISA-N2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17273,,RES-DILI-4-1/2P,"Respaldos para discos de lija, std m⁄z-11-UNC",Respaldos para discos de lija,,,std m⁄z-11-UNC,59,65,72,72,,True,alta,True,197,True,discrepancia_clave
17274,,RES-DILI-7P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17275,,RES-DILI-4-1/2M,"Respaldos para discos de lija, mm M14 × 2",Respaldos para discos de lija,,,mm M14 × 2,59,65,72,72,,True,alta,True,197,True,discrepancia_clave
17276,,RES-DILI-7M,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17279,,PISCA-A2,"Pistola de calor 1500W, TRUPER PRO","Pistola de calor 1,500 W",TRUPER,Pistolas de calor | Llaves de impacto,,635,670,705,705,,True,alta,True,251,True,discrepancia_descripcion
17314,,T275-5,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17353,,PE-CA-9,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17355,,PIAN-4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17356,,PE-CA-6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17357,,PE-CA-8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17358,,PE-CA-10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17360,,PEC-AUT,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17361,,PA-366,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17362,,PA-367,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17363,,PA-368,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17364,,PA-369,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17376,,PE-CA-X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17378,,PE-CA-7X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17381,,TNI-8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17387,,TNI-6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17388,,TNI-10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17389,,CB-PIPI-33E,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17390,,CB-PIPI-44E,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17411,,SOIN-250,,VRD,,,,7150,7900,7900,7900,,False,media,True,355,True,descripcion_ambigua;extraccion_ambigua
17479,,PR-307,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17480,,PR-302,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17481,,PR-108,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17482,,PR-102,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17483,,PR-101,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17519,,TN-8A,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17520,,TN-9A,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17521,,TN-10A,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17529,,CT-608X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17531,,CT-610X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17533,,CO-512X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17545,,CAU-30,"lápiz, con temperatura lápiz , para electrónica regulable , para electrónica","lápiz, con temperatura lápiz , para electrónica regulable , para electrónica",,,,130,,130,130,,True,alta,True,363,True,discrepancia_clave
17546,,CAU-45,,"lápiz, con temperatura lápiz , para electrónica regulable , para electrónica",,,,,,,,,False,baja,True,363,True,clave_ambigua;extraccion_ambigua;precio_no_recuperado
17548,,CAU-140,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17549,,CAU-230,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17550,,PICA-E,"Pistola calafateadora tipo esqueleto, TRUPER",Pistola calafateadora tipo esqueleto,TRUPER,"Serruchos / Caja de inglete, trabador y serruchos para muros de yeso | Selladores / Pistolas calafateadoras",,65,72,79,79,,True,alta,True,351,True,discrepancia_descripcion
17554,,R-CAU-140,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17555,,R-CAU-230,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17559,,SIL-100T,,"Selladores de uso general 100% de silicón, secado rápido",,,Translúcido `,90,100,110,110,,False,media,True,352,True,descripcion_ambigua;extraccion_ambigua
17560,,SIL-100B,,"Selladores de uso general 100% de silicón, secado rápido",,,Blanco `,90,100,110,110,,False,media,True,352,True,descripcion_ambigua;extraccion_ambigua
17561,,SIL-100N,,"Selladores de uso general 100% de silicón, secado rápido",,,Negro `,90,100,110,110,,False,media,True,352,True,descripcion_ambigua;extraccion_ambigua
17562,,SIL-85T,,"Selladores de uso general 100% de silicón, secado rápido",,,Translúcido [\,42,46,51,51,,False,media,True,352,True,descripcion_ambigua;extraccion_ambigua
17693,,FA-POD,,,,,,77,95,95,95,,False,media,True,272,True,descripcion_ambigua;extraccion_ambigua
17698,,MAN-POD,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17780,,PUDE-1002,,"Estuche con5 puntas combinadas largo 1"" (25 mm)",,,,33,36,39,39,,False,media,True,316,True,descripcion_ambigua;extraccion_ambigua
17786,,PUDE-1001,,"Estuche con5 puntas combinadas largo 2"" (50 mm)",,,,45,50,55,55,,False,media,True,316,True,descripcion_ambigua;extraccion_ambigua
17809,,PUN-42X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17849,,BRT-1/2X,"profesionales GOLD , cerdas suaves , mango plástico, i⁄t 9 mm 40 mm","profesionales GOLD , cerdas suaves , mango plástico",,,i⁄t 9 mm 40 mm,9,10,11,11,,True,alta,True,292,True,discrepancia_clave
17861,,BRT-1-1/2X,"profesionales GOLD , cerdas suaves , mango plástico, 1 i⁄t 12 mm 48 mm","profesionales GOLD , cerdas suaves , mango plástico",,,1 i⁄t 12 mm 48 mm,17,19,21,21,,True,alta,True,292,True,discrepancia_clave
17863,,BRT-2-1/2X,"profesionales GOLD , cerdas suaves , mango plástico, 2 i⁄t 13 mm 48 mm","profesionales GOLD , cerdas suaves , mango plástico",,,2 i⁄t 13 mm 48 mm,26,29,32,32,,True,alta,True,292,True,discrepancia_clave
17865,,BRT-4X,"Brocha profesional de 4"" mango de plástico, TRUPER EXPERT","profesionales GOLD , cerdas suaves , mango plástico",TRUPER EXPERT,"Brochas, exhibidores y pinceles",4 17 mm 60 mm,50,55,60,60,,True,alta,True,292,True,discrepancia_descripcion
17876,,ESLI-404,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17877,,ESLI-406,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17878,,ESLI-408,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17879,,ESLI-410,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17880,,R-16M,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17882,,R-16AM,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17885,,R-16AMF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17888,,R-16MX,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17891,,MAC,,Rastrillo McLeod,,,^b (120 cm),550,600,660,660,,False,media,True,182,True,descripcion_ambigua;extraccion_ambigua
17894,,R-16MF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17895,,R8M-KID,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17901,,CUT-7X,,GFF3D c@> .<m. M cG3DB@ m3F/<8c@E M gD8B¯ trabajo pesado,,,,200,240,240,240,,False,media,True,121,True,descripcion_ambigua;extraccion_ambigua
17902,,CUT-7XX,,GFF3D c@> .<m. M cG3DB@ m3F/<8c@E M gD8B¯ trabajo pesado,,,,385,425,465,465,,False,media,True,121,True,descripcion_ambigua;extraccion_ambigua
17903,,REP-CUT-7,,"Cuchillas de repuesto para cutter, a1er@ $4",,,25 mm 0.7 mm,78,86,96,96,,False,media,True,122,True,descripcion_ambigua;extraccion_ambigua
17904,,CUT-7,,CGtter Bro5esional con alma met/lica,,,,98,108,118,118,,False,media,True,121,True,descripcion_ambigua;extraccion_ambigua
17906,,BALI-480V,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17907,,BALI-4100V,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17908,,BALI-4120V,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17909,,BALI-4400V,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17911,,BOT-25I,"Botas industriales 25, TRUPER",,TRUPER,Botas y rodilleras,25 7 40,250,275,300,300,,True,media,True,347,True,extraccion_ambigua
17912,,BOT-26I,"Botas industriales 26, TRUPER",,TRUPER,Botas y rodilleras,26 8 41,250,275,300,300,,True,media,True,347,True,extraccion_ambigua
17913,,BOT-27I,"Botas industriales 27, TRUPER",,TRUPER,Botas y rodilleras,27 9 42,250,275,300,300,,True,media,True,347,True,extraccion_ambigua
17914,,BOT-28I,"Botas industriales 28, TRUPER",,TRUPER,Botas y rodilleras,28 10 43,250,275,300,300,,True,media,True,347,True,extraccion_ambigua
17915,,BOT-29I,"Botas industriales 29, TRUPER",,TRUPER,Botas y rodilleras,29 11 44,250,275,300,300,,True,media,True,347,True,extraccion_ambigua
17916,,BOT-30I,,,,,30 12 45,250,275,300,300,,False,media,True,347,True,descripcion_ambigua;extraccion_ambigua
17920,,BOT-24J,"Botas jardineras 24, TRUPER",,TRUPER,Botas y rodilleras,24 6 39,200,240,240,240,,True,media,True,347,True,extraccion_ambigua
17921,,BOT-25J,"Botas jardineras 25, TRUPER",,TRUPER,Botas y rodilleras,25 7 40,200,275,300,300,,True,media,True,347,True,extraccion_ambigua
17922,,BOT-26J,"Botas jardineras 26, TRUPER",,TRUPER,Botas y rodilleras,26 8 41,200,275,300,300,,True,media,True,347,True,extraccion_ambigua
17923,,BOT-27J,"Botas jardineras 27, TRUPER",,TRUPER,Botas y rodilleras,27 9 42,200,275,300,300,,True,media,True,347,True,extraccion_ambigua
17924,,BOT-28J,"Botas jardineras 28, TRUPER",,TRUPER,Botas y rodilleras,28 10 43,200,275,300,300,,True,media,True,347,True,extraccion_ambigua
17925,,BOT-29J,"Botas jardineras 29, TRUPER",,TRUPER,Botas y rodilleras,29 11 44,200,275,300,300,,True,media,True,347,True,extraccion_ambigua
17926,,BOT-30J,,,,,30 12 45,200,275,300,300,,False,media,True,347,True,descripcion_ambigua;extraccion_ambigua
17930,,BOT-25S,"Botas sanitarias 25, TRUPER",,TRUPER,Botas y rodilleras,25 7 40,250,275,300,300,,True,media,True,347,True,discrepancia_clave;extraccion_ambigua
17931,,BOT-26S,"Botas sanitarias 26, TRUPER",,TRUPER,Botas y rodilleras,26 8 41,250,275,300,300,,True,media,True,347,True,discrepancia_clave;extraccion_ambigua
17932,,BOT-27S,"Botas sanitarias 27, TRUPER",,TRUPER,Botas y rodilleras,27 9 42,250,275,300,300,,True,media,True,347,True,discrepancia_clave;extraccion_ambigua
17933,,BOT-28S,"Botas sanitarias 28, TRUPER",,TRUPER,Botas y rodilleras,28 10 43,250,275,300,300,,True,media,True,347,True,discrepancia_clave;extraccion_ambigua
17934,,BOT-29S,"Botas sanitarias 29, TRUPER",,TRUPER,Botas y rodilleras,29 11 44,250,275,300,300,,True,media,True,347,True,discrepancia_clave;extraccion_ambigua
17935,,BOT-30S,,,,,30 12 45,250,275,300,300,,False,media,True,347,True,descripcion_ambigua;discrepancia_clave;extraccion_ambigua
17936,,VASO-340X,"Vaso aluminio de repuesto para PIPI-340X, TRUPER EXPERT",Refacciones para pistola para pintar,TRUPER EXPERT,Pistolas de aire para pintar,1 20,650,715,790,790,,True,alta,True,111,True,discrepancia_descripcion
17937,,VASO-440X,"Vaso plástico de repuesto para PIPI-440X/420X, TRUPER EXPERT",para pintar PIPI-440X y PIPI-420X,TRUPER EXPERT,"Pistolas de aire de GRAVEDAD, flujo de aire controlado",,325,390,390,390,,True,media,True,109,True,extraccion_ambigua
17959,,DIRO-524,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17960,,RE-9,"Remachadora profesional 10"", TRUPER","Remachadoras profesionales 10"" (25 cm)",TRUPER,Remachadoras,× 3 ]`,165,180,180,180,,True,alta,True,323,True,discrepancia_descripcion
17962,,RE-AC,"Remachadora tipo acordeón, TRUPER","Remachadora profesional, tipo acordeón",TRUPER,Remachadoras,2,535,645,645,645,,True,alta,True,323,True,discrepancia_descripcion
17963,,ET-21,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17964,,ET-50,"Engrapadora / clavadora tipo pistola, TRUPER",,TRUPER,Engrapadoras y embudos,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
17965,,ET-50-1/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17966,,ET-50-5/16,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17967,,ET-50-3/8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17968,,ET-50-1/2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17969,,ET-50-9/16,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17970,,ET-21-1/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17971,,ET-21-5/16,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
17973,,MOR-RE-9,"Remachadoras profesionales 10"" (25 cm), NA 12 ^b","Remachadoras profesionales 10"" (25 cm)",,,NA 12 ^b,38,42,42,42,,True,alta,True,323,True,discrepancia_clave
17977,,ET-19,,,,,162,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17981,,ET-50X,,,,,162,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17982,,ET-21-3/8,,,,,162,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17983,,DIRO-532,,,,,196,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17986,,CB-SOPLA-960,,,,,257,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
17987,,CB-SOPLA-1440,,,,,257,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
18024,,LLCR-20D,,,,,22,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
18070,,PA-ALTE-N,"Colores para altas temperaturas, Negro",Colores para altas temperaturas,,,Negro,,,,,,False,media,True,298,True,extraccion_ambigua;precio_no_recuperado
18071,,PA-ALTE-A,"Colores para altas temperaturas, Aluminio",Colores para altas temperaturas,,,Aluminio,,,,,,False,media,True,298,True,extraccion_ambigua;precio_no_recuperado
18084,,COBI-9/16,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, q⁄s6 (14 mm) 68 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,q⁄s6 (14 mm) 68 mm,72,79,87,87,,True,alta,True,70,True,discrepancia_clave
18085,,COBI-5/8,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, m⁄z (16 mm) 64 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,m⁄z (16 mm) 64 mm,78,86,96,96,,True,alta,True,70,True,discrepancia_clave
18086,,COBI-3/4,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, 3⁄4 (19 mm) 60 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,3⁄4 (19 mm) 60 mm,90,100,110,110,,True,alta,True,70,True,discrepancia_clave
18087,,COBI-7/8,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, o⁄z (22 mm) 60 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,o⁄z (22 mm) 60 mm,105,115,125,125,,True,alta,True,70,True,discrepancia_clave
18089,,COBI-1-1/16,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, 1 1⁄s6 (27 mm) 60 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,1 1⁄s6 (27 mm) 60 mm,125,137,152,152,,True,alta,True,70,True,discrepancia_clave
18090,,COBI-1-1/8,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, 1 1⁄z (28.5 mm) 60 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,1 1⁄z (28.5 mm) 60 mm,130,145,160,160,,True,alta,True,70,True,discrepancia_clave
18091,,COBI-1-3/16,"Brocasierras bimetálicas Mandriles para brocasierras bimetálicas, 1 3⁄s6 (30 mm) 60 mm",Brocasierras bimetálicas Mandriles para brocasierras bimetálicas,,,1 3⁄s6 (30 mm) 60 mm,135,150,165,165,,True,alta,True,70,True,discrepancia_clave
18092,,COBI-1-1/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18093,,COBI-1-3/8,,"Juego para instalar cerraduras, 4 piezas",,,,,,,,,False,baja,True,70,True,clave_ambigua;extraccion_ambigua;precio_no_recuperado
18094,,COBI-1-1/2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18095,,COBI-1-9/16,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18096,,COBI-1-3/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18097,,COBI-2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18098,,COBI-2-1/8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18099,,COBI-2-1/4,,"Juego para instalar cerraduras, 4 piezas",,,,,,,,,False,baja,True,70,True,clave_ambigua;discrepancia_clave;extraccion_ambigua;precio_no_recuperado
18100,,SBI-18,"Segueta bimetálica de 12"", 18 DPP, TRUPER EXPERT","Seguetas bimetálicas para arco, 12"" (300 mm) Exhibidor despachador con 300 seguetas bimetálicas para arco",TRUPER EXPERT,Arcos para segueta y seguetas,18,23,25,27,27,,True,alta,True,33,True,discrepancia_descripcion
18101,,SBI-24,"Segueta bimetálica de 12"", 24 DPP, TRUPER EXPERT","Seguetas bimetálicas para arco, 12"" (300 mm) Exhibidor despachador con 300 seguetas bimetálicas para arco",TRUPER EXPERT,Arcos para segueta y seguetas,24,23,25,27,27,,True,alta,True,33,True,discrepancia_descripcion
18118,,COBI-2-3/8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18119,,COBI-2-1/2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18120,,COBI-2-3/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18122,,MAND-3/8,"Mandriles para brocasierras bimetálicas, k⁄z q⁄sx"" - 1 3⁄sx""",Mandriles para brocasierras bimetálicas,,,"k⁄z q⁄sx"" - 1 3⁄sx""",85,95,105,105,,True,alta,True,70,True,discrepancia_clave
18123,,MAND-7/16,"Mandriles para brocasierras bimetálicas, o⁄sx 1 1⁄v"" - 6""",Mandriles para brocasierras bimetálicas,,,"o⁄sx 1 1⁄v"" - 6""",130,145,160,160,,True,alta,True,70,True,discrepancia_clave
18124,,ST-101-B,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18125,,ST-101-BR,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18130,,ST-119-B,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18131,,ST-119-BO,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18134,,SU-19-BO,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
18135,,SU-101-B,,X5 Blísters con 5 seguetas zanco “U” para madera,,,10,70,77,85,85,,False,media,True,324,True,descripcion_ambigua;extraccion_ambigua
18136,,SU-101-D,,X5 Blísters con 5 seguetas zanco “U” para madera,,,6,70,77,85,85,,False,media,True,324,True,descripcion_ambigua;extraccion_ambigua
18137,,SU-111-C,,X5 Blísters con 5 seguetas zanco “U” para madera,,,8,70,77,85,85,,False,media,True,324,True,descripcion_ambigua;extraccion_ambigua
