codigo_truper,codigo_barras,clave,descripcion,descripcion_familia,marca,categoria,presentacion,precio_catalogo_mayoreo,precio_catalogo_medio_mayoreo,precio_catalogo_publico,precio_venta,existencia,datos_completos,confianza_extraccion,requiere_revision,pagina_catalogo,encontrado_en_pdf,motivo_revision
10012,,M-20B,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10025,,JDTH-3/8X9,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10026,,JDTH-1/2X10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10027,,JDTH-1/4X7,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10068,,BOAP-1/2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10069,,BOAP-3/4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10070,,BOAP-1,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10077,,HIDR-1/2X24,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10079,,CAT-15FF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10210,,AJ-6,,,,,,80,98,98,98,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10220,,REP-AJ-6,,,,,,68,75,83,83,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10221,,ACA-6X,,,,,,200,240,240,240,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10229,,REP-ACA-6X,,,,,,98,108,118,118,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10233,,CAT-45FF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10252,,CAT-50FF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10253,,CAT-55FF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10254,,AJT-21,,,,,"240 mm 630 mm 21"" (530 mm) 170 mm",215,235,255,255,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10255,,CAT-60FF,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10256,,T-460-18BB,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10258,,AJT-24,,,,,"230 mm 700 mm 24"" (610 mm) 185 mm",225,245,270,270,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10260,,AJT-30,,,,,"260 mm 860 mm 30"" (760 mm) 200 mm",255,280,310,310,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10266,,REP-AJT-21,,,,,"'- 21"" (530 mm) -",39,47,47,47,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10270,,REP-AJT-24,,,,,"'- 24"" (610 mm) -",43,52,52,52,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10271,,REP-AJT-30,,,,,"'- 30"" (760 mm) -",52,62,62,62,,False,media,True,33,True,descripcion_ambigua;extraccion_ambigua
10313,,SU-6000,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10314,,SU-7500,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10316,,ASP-3/4BR,"Aspersores agrícolas, 30-90 psi 3⁄v""",Aspersores agrícolas,,,"30-90 psi 3⁄v""",305,365,365,365,,True,alta,True,188,True,discrepancia_clave
10325,,REG-32,,,,,,200,220,240,240,,False,media,True,187,True,descripcion_ambigua;extraccion_ambigua
10359,,ACE-20,,,,,,150,165,180,180,,False,media,True,35,True,descripcion_ambigua;extraccion_ambigua
10361,,ACE-25,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10362,,ACE-30,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10364,,ACE-35,,código contra página,,,35,,,,,,False,baja,True,,True,clave_ambigua;extraccion_ambigua;precio_no_recuperado
10372,,AD-2,,código contra página,,,192,,,,,,False,baja,True,,True,clave_ambigua;extraccion_ambigua;precio_no_recuperado
10375,,AD-2X,,código contra página,,,192,,,,,,False,baja,True,,True,clave_ambigua;extraccion_ambigua;precio_no_recuperado
10390,,PORMA-50,"Portamanguera de pared, TRUPER",,TRUPER,Mangueras para jardín en combo | Portamangueras,,515,565,625,625,,True,media,True,226,True,extraccion_ambigua
10400,,MUT-830,"Multímetro digital escolar, TRUPER",,TRUPER,"Multímetros digitales, medidor láser de temperatura y detector de materiales",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
10401,,MUT-33,"Multímetro digital junior, TRUPER",,TRUPER,"Multímetros digitales, medidor láser de temperatura y detector de materiales",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
10402,,MUT-39,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10403,,MUT-105,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10404,,MUT-202,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10440,,CAR-KID-T,,5,,,,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
10495,,ESTD-24,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10496,,ESTD-25,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10497,,ESTD-26,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10498,,ESTD-27,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10499,,TABU-2,"Taburete de 2 peldaños, TRUPER",,TRUPER,"Escalerillas plegables, escaleras multiposición y taburetes",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
10540,,ADC-5/8,"Adaptadores para discos abrasivos de corte, m|z»11»",Adaptadores para discos abrasivos de corte,,,m|z»11»,129,143,158,158,,True,alta,True,153,True,discrepancia_clave
10542,,ADT27-5/8,"Adaptadores para discos abrasivos de corte y desbaste, m|z»11»",Adaptadores para discos abrasivos de corte y desbaste,,,m|z»11»,185,205,225,225,,True,alta,True,153,True,discrepancia_clave
10553,,ATJ,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10555,,ATJ-KID,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10559,,ATJ-F,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10562,,ATJ-C,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10565,,ATM,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10568,,CUL,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10599,,CO-60P,,,,,CAT-60PL Tubular,415,455,505,505,,False,media,True,88,True,descripcion_ambigua;extraccion_ambigua
10606,,AL-2,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10609,,AL-3,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10656,,CEA-54I,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10671,,BROU-MACH3/4X,"Juegos de machimbrador con balero, k|z k|v (19 mm) ii|sx (17.5 mm)",Juegos de machimbrador con balero,,,k|z k|v (19 mm) ii|sx (17.5 mm),270,295,325,325,,True,alta,True,74,True,discrepancia_clave
10672,,BROU-MACH7/8X,"Juegos de machimbrador con balero, k|z o|z (22 mm) ik|sx (21 mm)",Juegos de machimbrador con balero,,,k|z o|z (22 mm) ik|sx (21 mm),310,340,375,375,,True,alta,True,74,True,discrepancia_clave
10673,,BROU-E1-1/8X,"Broca escalonada, k|z 1 i|z (29 mm) o|z (22 mm)",Broca escalonada,,,k|z 1 i|z (29 mm) o|z (22 mm),315,345,380,380,,True,alta,True,74,True,discrepancia_clave
10675,,BROU-Z1-1/4X,"Broca zafiro, k|z 1 i|v (32 mm) o|z (22 mm)",Broca zafiro,,,k|z 1 i|v (32 mm) o|z (22 mm),345,380,420,420,,True,alta,True,74,True,discrepancia_clave
10676,,BROU-ESP1-1/4X,"Broca española, k|z 1 i|v (32 mm) jm|ut (20 mm)",Broca española,,,k|z 1 i|v (32 mm) jm|ut (20 mm),315,345,380,380,,True,alta,True,74,True,discrepancia_clave
10677,,BROU-CO-7/8X,"Broca collarín, k|z o|z (22 mm) jm|ut (20 mm)",Broca collarín,,,k|z o|z (22 mm) jm|ut (20 mm),260,285,315,315,,True,alta,True,74,True,discrepancia_clave
10758,,PUN-61,,"Juego depuntas mixtas, 61piezas",,,,200,220,240,240,,False,media,True,319,True,descripcion_ambigua;extraccion_ambigua
10770,,LT-152,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True,extraccion_ambigua;precio_no_recuperado
10771,,LT-35,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True,extraccion_ambigua;precio_no_recuperado
10772,,LT-36,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True,extraccion_ambigua;precio_no_recuperado
10773,,LT-44,"Lonas uso medio , 180 espesor de 0.25 mm","Lonas uso medio , 180 espesor de 0.25 mm",,,,,,,,,False,media,True,206,True,extraccion_ambigua;precio_no_recuperado
10774,,LT-47,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10775,,LT-55,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10776,,LT-57,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10777,,LT-66,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10778,,LT-69,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10779,,LT-710,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10780,,LT-914,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10810,,MG-DHM-3-1/2,,an6os Bara 7ac7as,,,PU-3-1/2M 8ck@DM .m3D8c.>@,225,245,270,270,,False,baja,True,222,True,clave_ambigua;descripcion_ambigua;discrepancia_clave;extraccion_ambigua
10835,,FUT-3,,,,,Fumigador 3 L (0.8 gal) 0.9 kg,275,300,330,330,,False,media,True,194,True,descripcion_ambigua;extraccion_ambigua
10836,,FUT-5,,,,,Fumigador 5 L (1.3 gal) 1 kg,300,330,360,360,,False,media,True,194,True,descripcion_ambigua;extraccion_ambigua
10837,,FUT-7,,,,,Fumigador 7 L (1.8 gal) 1.4 kg,335,365,400,400,,False,media,True,194,True,descripcion_ambigua;extraccion_ambigua
10858,,MG-MB-8X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,(32 cm) MB»4 MB»8,26,29,32,32,,False,baja,True,223,True,clave_ambigua;discrepancia_clave;extraccion_ambigua
10860,,MG-MB-16X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,(36 cm) MB»12 MB»16,36,39,43,43,,False,baja,True,223,True,clave_ambigua;discrepancia_clave;extraccion_ambigua
10861,,MG-MB-24X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,(39 cm) MB»24,38,42,46,46,,False,baja,True,223,True,clave_ambigua;discrepancia_clave;extraccion_ambigua
10863,,MG-MB-40/48X,,"de bola, ojo cuadrado de bola, ojo ovalado",,,,52,57,62,62,,False,baja,True,223,True,clave_ambigua;discrepancia_clave;extraccion_ambigua
10864,,COMBO-200,,,,,20 m,415,455,505,505,,False,media,True,226,True,descripcion_ambigua;extraccion_ambigua
10884,,COMBO-100,,»,,,,895,985,985,985,,False,media,True,238,True,descripcion_ambigua;extraccion_ambigua
10893,,MAN-PI-10-3/8,"de PVC para compresor, Mangueras general, 10 m","de PVC para compresor, Mangueras general",,,10 m,240,265,290,290,,True,alta,True,101,True,discrepancia_clave
10894,,MAN-PI-15-3/8,"de PVC para compresor, Mangueras general, 15 m","de PVC para compresor, Mangueras general",,,15 m,315,345,380,380,,True,alta,True,101,True,discrepancia_clave
10895,,ORG-64,"Organizador con 64 gavetas, TRUPER",,TRUPER,Cajas para herramienta / Gavetas y organizadores,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
10896,,CO-F,,REGIONAL Coa pala,,,pencas,,,,,,False,baja,True,89,True,clave_ambigua;discrepancia_clave;extraccion_ambigua;precio_no_recuperado
10919,,ESEX-300,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10920,,ESEX-500,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
10942,,TRISE-435,,,,,44 cm,240,265,290,290,,False,media,True,22,True,descripcion_ambigua;extraccion_ambigua
10943,,TRISE-290,,,,,29 cm,130,160,160,160,,False,media,True,22,True,descripcion_ambigua;extraccion_ambigua
11000,,BPJ-3,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11003,,BPJ-4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11004,,SICI-7-1/4A3,"Sierra circular 1,750 W","Sierra circular 1,750 W",,,,1650,1735,1820,1820,,True,alta,True,245,True,discrepancia_clave
11006,,BPJ-5,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11008,,BPJ-5B,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11009,,BPJ-6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11012,,BPJ-4C,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11013,,CB-ES-4-1/2A9,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11014,,CB-ES-4-1/2A10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11015,,BPJ-5C,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11018,,BJ-4P,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11021,,BJ-4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11029,,DES-330,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11031,,DES-430,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11032,,DES-520,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11034,,"MD-FUT-3,5,7",,,,,Manguera y dosificador NA,135,150,165,165,,False,baja,True,194,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua
11035,,"EMF-3,5,7",,,,,Juego de empaques y boquillas NA,42,46,51,51,,False,baja,True,194,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua
11039,,PCY-PE,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11066,,CB-ES-4-1/2P2,,,,,256,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11078,,CB-PULA-P,,,,,257,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11107,,EP-23X,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11116,,BAV-7/64,"Broca HSS 7/64"" Trugold para metal, TRUPER EXPERT",Brocas para metal en caja telescópica Brocas,TRUPER EXPERT,Brocas para metal,3 1 q|sx o|xv,15.50,17,19,19,,True,alta,True,63,True,discrepancia_clave;discrepancia_descripcion
11118,,BAV-1/8,"Broca HSS 1/8"" Trugold para metal, TRUPER EXPERT",Brocas para metal en caja telescópica Brocas,TRUPER EXPERT,Brocas para metal,3 1 i|t i|z,15.50,17,19,19,,True,alta,True,63,True,discrepancia_clave;discrepancia_descripcion
11120,,BAV-9/64,"Broca HSS 9/64"" Trugold para metal, TRUPER EXPERT",Brocas para metal en caja telescópica Brocas,TRUPER EXPERT,Brocas para metal,3 1 m|z q|xv,20,22,24,24,,True,alta,True,63,True,discrepancia_clave;discrepancia_descripcion
11122,,BAV-5/32,"Broca HSS 5/32"" Trugold para metal, TRUPER EXPERT",Brocas para metal en caja telescópica Brocas,TRUPER EXPERT,Brocas para metal,3 1 k|v m|ut,22,24,26,26,,True,alta,True,63,True,discrepancia_clave;discrepancia_descripcion
11124,,BAV-11/64,"Broca HSS 11/64"" Trugold para metal, TRUPER EXPERT",Brocas para metal en caja telescópica Brocas,TRUPER EXPERT,Brocas para metal,3 2 ii|xv,26,29,32,32,,True,alta,True,63,True,discrepancia_clave;discrepancia_descripcion
11126,,BAV-3/16,"Broca HSS 3/16"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11127,,MAN-3/4X,"Mangueras súper reforzadas 4 capas , en rollos de 50 y 100 m, precio por metro, k|v [] ;65/c=j 2.7 mm 275 g 100 m 2","Mangueras súper reforzadas 4 capas , en rollos de 50 y 100 m, precio por metro",,,k|v [] ;65/c=j 2.7 mm 275 g 100 m 2,,,,,,False,media,True,224,True,discrepancia_clave;extraccion_ambigua;precio_no_recuperado
11129,,MAN-1X,"Mangueras súper reforzadas 4 capas , en rollos de 50 y 100 m, precio por metro, [ [[ ;65/c=j 3.5 mm 450 g 50 m 2","Mangueras súper reforzadas 4 capas , en rollos de 50 y 100 m, precio por metro",,,[ [[ ;65/c=j 3.5 mm 450 g 50 m 2,,,,,,False,media,True,224,True,extraccion_ambigua;precio_no_recuperado
11130,,BAV-7/32,"Broca HSS 7/32"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11131,,CA-36M,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11134,,BAV-1/4,"Broca HSS 1/4"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11142,,BAV-5/16,"Broca HSS 5/16"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11147,,PRY-P4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11149,,PRL-P4,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11150,,BAV-3/8,"Broca HSS 3/8"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11158,,BAV-7/16,"Broca HSS 7/16"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11159,,CB-ESMA-7A3,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11161,,CB-ES-4-1/2A12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11166,,BAV-1/2,"Broca HSS 1/2"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11167,,PRY-PE,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11170,,BAV-5/8,"Broca HSS 5/8"" Trugold para metal, TRUPER EXPERT",,TRUPER EXPERT,Brocas para metal,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
11187,,TPN-734H-2,,,,,3 kg,1750,1925,2125,2125,,False,media,True,104,True,descripcion_ambigua;extraccion_ambigua
11188,,TPN-876-2,,,,,0.5 kg,450,495,545,545,,False,media,True,105,True,descripcion_ambigua;extraccion_ambigua
11200,,BCT-3/16X4,"Brocas para concreto Juego de 6 brocas para concreto, 4 2 3⁄8"" k|sx 10",Brocas para concreto Juego de 6 brocas para concreto,,,"4 2 3⁄8"" k|sx 10",15.50,17,19,19,,True,alta,True,67,True,discrepancia_clave
11203,,BCT-1/4X4,"Brocas para concreto Juego de 6 brocas para concreto, 4 2 3⁄8"" o|ut 20",Brocas para concreto Juego de 6 brocas para concreto,,,"4 2 3⁄8"" o|ut 20",20,22,24,24,,True,alta,True,67,True,discrepancia_clave
11206,,BCT-1/4X6,"Brocas para concreto Juego de 6 brocas para concreto, 6 3 1⁄2"" o|ut 20",Brocas para concreto Juego de 6 brocas para concreto,,,"6 3 1⁄2"" o|ut 20",22,24,26,26,,True,alta,True,67,True,discrepancia_clave
11209,,BCT-1/4X12,"Brocas para concreto Juego de 6 brocas para concreto, 12 8 1⁄v"" o|ut 10",Brocas para concreto Juego de 6 brocas para concreto,,,"12 8 1⁄v"" o|ut 10",39,43,47,47,,True,alta,True,67,True,discrepancia_clave
11212,,BCT-5/16X4,"Brocas para concreto Juego de 6 brocas para concreto, 4 2 3⁄8"" q|ut 10",Brocas para concreto Juego de 6 brocas para concreto,,,"4 2 3⁄8"" q|ut 10",26,29,32,32,,True,alta,True,67,True,discrepancia_clave
11215,,BCT-5/16X6,"Brocas para concreto Juego de 6 brocas para concreto, 6 3 1⁄2"" q|ut 10",Brocas para concreto Juego de 6 brocas para concreto,,,"6 3 1⁄2"" q|ut 10",33,36,39,39,,True,alta,True,67,True,discrepancia_clave
11218,,BCT-5/16X12,,,,,67,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11221,,BCT-3/8X5,,,,,67,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11224,,BCT-3/8X6,,,,,67,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11225,,NHD,Defensa para bastidor de madera de carretillas TRUPER/PRETUL,,TRUPER,Refacciones para carretillas,88,,,,,,True,baja,True,,True,clave_ambigua;extraccion_ambigua;precio_no_recuperado
11227,,BCT-3/8X12,,,,,67,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11229,,RN-X13,,,,,86,,,,,,False,baja,True,,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11230,,BCT-1/2X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11231,,CT-9B,,"forjadas Filadelfia, mango Comfort Grip Cucharas forjadas Filadelfia",,,9 (23 cm) sin 24,200,220,240,240,,False,baja,True,117,True,clave_ambigua;discrepancia_clave;extraccion_ambigua
11233,,BCT-1/2X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11236,,BCT-5/8X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11239,,BCT-5/8X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11242,,BCT-3/4X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11245,,BCT-3/4X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11248,,BCT-7/8X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11249,,CAR-81,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11250,,CAR-82,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11251,,BCT-7/8X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11254,,BCT-1X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11257,,BCT-1X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11258,,BCT-3/16X6,"Brocas para concreto Juego de 6 brocas para concreto, 6 3 1⁄2"" k|sx 10",Brocas para concreto Juego de 6 brocas para concreto,,,"6 3 1⁄2"" k|sx 10",17,19,21,21,,True,alta,True,67,True,discrepancia_clave
11260,,BS-7/8X18,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11261,,BS-3/16X8,,"Brocas SDS Plus para concreto, BG>Fa de 1rGN 4 58<@E",,,8 150,45,50,55,55,,False,media,True,68,True,descripcion_ambigua;discrepancia_clave;extraccion_ambigua
11263,,BS-1/4X4,,"Brocas SDS Plus para concreto, BG>Fa de 1rGN 4 58<@E",,,4 300,45,50,55,55,,False,media,True,68,True,descripcion_ambigua;discrepancia_clave;extraccion_ambigua
11264,,BS-1/4X6,,"Brocas SDS Plus para concreto, BG>Fa de 1rGN 4 58<@E",,,6 200,49,54,59,59,,False,media,True,68,True,descripcion_ambigua;discrepancia_clave;extraccion_ambigua
11265,,BS-1/4X8,,"Brocas SDS Plus para concreto, BG>Fa de 1rGN 4 58<@E",,,8 150,52,57,62,62,,False,media,True,68,True,descripcion_ambigua;discrepancia_clave;extraccion_ambigua
11266,,BS-1/4X10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11267,,BS-3/4X18,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11268,,BS-7/8X8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11269,,BS-5/16X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11270,,BS-5/16X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11271,,BS-7/16X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11272,,BS-3/8X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11273,,BS-9/16X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11274,,BS-9/16X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11275,,BS-3/8X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11276,,BS-5/8X24,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11277,,BS-3/8X18,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11278,,BS-7/16X6,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11281,,BS-1/2X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11282,,BS-1/2X18,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11284,,BS-5/8X8,,,,,Ladrillo,,,,,,False,baja,True,68,True,clave_ambigua;descripcion_ambigua;extraccion_ambigua;precio_no_recuperado
11285,,BS-5/8X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11286,,BS-3/4X8,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11287,,BS-3/4X12,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11288,,BS-7/8X11,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11289,,BS-1X10,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11290,,BS-1X18,,,,,,,,,,,False,baja,True,,False,no_encontrado_en_pdf
11299,,MG-MART-14,,» y martelinas,,,MART-PP MART-TH,39,43,47,47,,False,baja,True,223,True,clave_ambigua;discrepancia_clave;extraccion_ambigua
11335,,JBAC-11,"Juego de 11 brocas para metal y concreto en estuche, TRUPER",Juego de 11 brocas para metal y concreto,TRUPER EXPERT,Brocas para madera y mixtas,,355,390,430,430,,True,alta,True,72,True,discrepancia_descripcion
11360,,BPT-1/4,"Juegos de 6 brocas planas para madera, i|v",Juegos de 6 brocas planas para madera,,,i|v,42,46,51,51,,True,alta,True,72,True,discrepancia_clave
11363,,BPT-5/16,"Juegos de 6 brocas planas para madera, m|sx",Juegos de 6 brocas planas para madera,,,m|sx,42,46,51,51,,True,alta,True,72,True,discrepancia_clave
11365,,FA-POD-418,,,,,P-418,98,108,118,118,,False,media,True,272,True,descripcion_ambigua;extraccion_ambigua
11366,,BPT-3/8,"Juegos de 6 brocas planas para madera, k|z",Juegos de 6 brocas planas para madera,,,k|z,42,51,51,51,,True,alta,True,72,True,discrepancia_clave
11367,,CO-AG-42,,REGIONAL Coa pala,,,pencas,,,,,,False,baja,True,89,True,clave_ambigua;discrepancia_clave;extraccion_ambigua;precio_no_recuperado
11368,,CO-AG-54,,REGIONAL Coa pala,,,pencas,,,,,,False,baja,True,89,True,clave_ambigua;discrepancia_clave;extraccion_ambigua;precio_no_recuperado
11369,,BPT-7/16,"Juegos de 6 brocas planas para madera, o|sx",Juegos de 6 brocas planas para madera,,,o|sx,42,46,51,51,,True,alta,True,72,True,discrepancia_clave
11372,,BPT-1/2,"Juegos de 6 brocas planas para madera, i|t",Juegos de 6 brocas planas para madera,,,i|t,43,52,52,52,,True,alta,True,72,True,discrepancia_clave
