codigo_truper,clave,descripcion,descripcion_familia,presentacion,marca,precio_catalogo_publico,pagina_catalogo,confianza_extraccion,requiere_revision,elegible_para_maestro
12222,PUBAR-12,"Punzones para barrenar, 1⁄2"" 5 1⁄2""",Punzones para barrenar,"1⁄2"" 5 1⁄2""",,55,313,alta,False,True
12223,PUBAR-58,"Punzones para barrenar, 5⁄8"" 6 1⁄8""",Punzones para barrenar,"5⁄8"" 6 1⁄8""",,76,313,alta,False,True
12224,PUMAR-14,"Punzones para marcar, 1⁄v"" 4 3⁄v"" 12",Punzones para marcar,"1⁄v"" 4 3⁄v"" 12",,25,313,alta,False,True
12225,PUMAR-516,"Punzones para marcar, 5⁄sx"" 5"" 12",Punzones para marcar,"5⁄sx"" 5"" 12",,26,313,alta,False,True
12226,PUMAR-38,"Punzones para marcar, 3⁄8"" 5 1⁄v"" 12",Punzones para marcar,"3⁄8"" 5 1⁄v"" 12",,34,313,alta,False,True
1223,Latónbrillante,"Jaladeras metálicas línea Elipse Perilla cerámica blanca, brillante [\b ==",Jaladeras metálicas línea Elipse Perilla cerámica blanca,brillante [\b ==,,56,585,baja,True,False
1224,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,105,125,baja,True,False
1225,,semiflexible precio por metro,semiflexible precio por metro,,,,501,baja,True,False
1226,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,109,125,baja,True,False
12273,C-1X10G,"Cinceles de corte frío con grip, [Y (25 cm) 1"" (25 mm) 4",Cinceles de corte frío con grip,"[Y (25 cm) 1"" (25 mm) 4",,225,92,alta,False,True
12274,C-78X10G,"Cinceles de corte frío con grip, [Y (25 cm) o⁄8"" (22 mm) 4",Cinceles de corte frío con grip,"[Y (25 cm) o⁄8"" (22 mm) 4",,200,92,alta,False,True
12275,C-34X10G,"Cinceles de corte frío con grip, [Y (25 cm) 3⁄v"" (19 mm) 4",Cinceles de corte frío con grip,"[Y (25 cm) 3⁄v"" (19 mm) 4",,152,92,alta,False,True
12276,C-1X8G,"Cinceles de corte frío con grip, b (20 cm) 1"" (25 mm) 4",Cinceles de corte frío con grip,"b (20 cm) 1"" (25 mm) 4",,185,92,alta,False,True
12278,C-34X8G,"Cinceles de corte frío con grip, b (20 cm) 3⁄v"" (19 mm) 4",Cinceles de corte frío con grip,"b (20 cm) 3⁄v"" (19 mm) 4",,130,92,alta,False,True
12337,BARBO,"Barboquejos para casco, Sin barbilla",Barboquejos para casco,Sin barbilla,,19,326,alta,False,True
12338,BARBO-B,"Barboquejos para casco, Con barbilla",Barboquejos para casco,Con barbilla,,26,326,alta,False,True
12355,CUNU-N,"Cubrenucas para casco, con reflejante, Naranja","Cubrenucas para casco, con reflejante",Naranja,,46,327,alta,False,True
12356,OAJ-C,,,,,375,326,media,True,False
1238,i|t,"Coples, 20 mm k|z 16 mm 4 120",Coples,20 mm k|z 16 mm 4 120,,105,501,baja,True,False
1240,FBO-2240X,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 40 cm 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",40 cm 36,,140,517,alta,False,True
1245,cm),"Matracas cabeza redonda , con disco, 36","Matracas cabeza redonda , con disco",36,,180,132,baja,True,False
12482,ESMA-9N3,"Esmeriladora 9"", 2,100 W","Esmeriladora 9"", 2,100 W",,,2350,233,alta,False,True
1249,,"Matracas de liberación rápida, cabeza de pera , sistema reversible, c \]1= 3","Matracas de liberación rápida, cabeza de pera , sistema reversible",c \]1= 3,,585,123,baja,True,False
1250,PILA-12X1,"cabeza plana cuadro + phillips, 1"" (25 mm) 100 48",cabeza plana cuadro + phillips,"1"" (25 mm) 100 48",,62,552,alta,False,True
1252,cm),"Matracas de liberación rápida, cabeza de pera sistema reversible, 36","Matracas de liberación rápida, cabeza de pera sistema reversible",36,,270,132,baja,True,False
12530,CIA-02N,"Tarjeta con 6 tiras antiderrapantes, 50 mm (2"") 80",Tarjeta con 6 tiras antiderrapantes,"50 mm (2"") 80",,62,95,alta,False,True
12532,CIA-25N,"Cintas antiderrapantes, en rollo, 50 mm (2"") 80 Negro","Cintas antiderrapantes, en rollo","50 mm (2"") 80 Negro",,180,95,alta,False,True
12533,CIA-25B,"Cintas antiderrapantes, en rollo, 50 mm (2"") 60 Blanco","Cintas antiderrapantes, en rollo","50 mm (2"") 60 Blanco",,180,95,alta,False,True
12542,CIA-15N,"Cintas antiderrapantes, en rollo, 25 mm (1"") 80 Negro","Cintas antiderrapantes, en rollo","25 mm (1"") 80 Negro",,96,95,alta,False,True
12543,CIA-15B,"Cintas antiderrapantes, en rollo, 25 mm (1"") 60 Blanco","Cintas antiderrapantes, en rollo","25 mm (1"") 60 Blanco",,96,95,alta,False,True
12550,CCA-40,"Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho, 40 m 12","Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho",40 m 12,,24,93,alta,False,True
12551,CTR-40,"Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho, 40 m 12","Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho",40 m 12,,24,93,alta,False,True
12554,CCA-50,"Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho, 50 m 12","Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho",50 m 12,,29,93,alta,False,True
12555,CTR-50,"Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho, 50 m 12","Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho",50 m 12,,29,93,alta,False,True
12556,CCA-150,"Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho, 150 m 6","Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho",150 m 6,,75,93,alta,False,True
12557,CTR-150,"Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho, 150 m 6","Cintas para empaque, 48 mm de ancho Cintas para empaque, 48 mm de ancho Cinta impresa para empaque FRÁGIL , 48 mm de ancho",150 m 6,,75,93,alta,False,True
12559,DESP-CE,"Despachador de cinta para empaque, 2",Despachador de cinta para empaque,2,,270,93,alta,False,True
12586,CDU-10X,"Cintas para ducto Cintas para ducto, 10 m 6 60",Cintas para ducto Cintas para ducto,10 m 6 60,,39,92,alta,False,True
12587,CDU-30X,"Cintas para ducto Cintas para ducto, 30 m 4 40",Cintas para ducto Cintas para ducto,30 m 4 40,,118,92,alta,False,True
12588,CDU-50X,"Cintas para ducto Cintas para ducto, 50 m 4 40",Cintas para ducto Cintas para ducto,50 m 4 40,,180,92,alta,False,True
12589,MSK-12,"uso general, 50 m 3, 12 mm","uso general, 50 m 3",12 mm,,24,93,alta,False,True
12590,MSK-34,"uso general, 50 m 3, 18 mm","uso general, 50 m 3",18 mm,,35,93,alta,False,True
12591,MSK-1,"uso general, 50 m 3, 24 mm","uso general, 50 m 3",24 mm,,43,93,alta,False,True
12592,MSK-1-12,"uso general, 50 m 3, 36 mm","uso general, 50 m 3",36 mm,,66,93,alta,False,True
12593,MSK-2,"uso general, 50 m 3, 48 mm","uso general, 50 m 3",48 mm,,88,93,alta,False,True
1260,FBO-2260X,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 60 cm 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",60 cm 36,,160,517,alta,False,True
12611,CALU-10,"Cintas de aluminio, 48 mm 10 m 6 36",Cintas de aluminio,48 mm 10 m 6 36,,79,94,alta,False,True
12620,MSK-12A,"azules para pintor, 50 m 14, 12mm 24","azules para pintor, 50 m 14",12mm 24,,42,93,alta,False,True
12621,MSK-34A,"azules para pintor, 50 m 14, 18mm 24","azules para pintor, 50 m 14",18mm 24,,66,93,alta,False,True
12622,MSK-1A,"azules para pintor, 50 m 14, 24mm 24","azules para pintor, 50 m 14",24mm 24,,83,93,alta,False,True
12623,MSK-1-12A,"azules para pintor, 50 m 14, 36 mm 12","azules para pintor, 50 m 14",36 mm 12,,125,93,alta,False,True
12624,MSK-2A,"azules para pintor, 50 m 14, 48mm 12","azules para pintor, 50 m 14",48mm 12,,160,93,alta,False,True
12625,BOS-1LM,,"Bombas para agua limpia, F8B@ 0a<a 4""","1 HP 12 A 40 m [`Y /=in 1 1⁄2"" NPT 2.5 mm 4",,3650,47,media,True,False
12626,BOS-1-12LM,,"Bombas para agua limpia, F8B@ 0a<a 4""","1 1⁄2 HP 15.5 A 60 m [`Y /=in 1 1⁄2"" NPT 2 .5 mm 6",,4400,47,media,True,False
12627,BOS-2LM,,"Bombas para agua limpia, F8B@ 0a<a 4""","2 HP 20 A 80 m [`Y /=in 1 1⁄2"" NPT 2 .5 mm 8",,5000,47,media,True,False
1266,mm,"Extensiones, 9 mm","Extensiones, 9 mm",,,325,128,baja,True,False
1267,mm,"Extensiones, 9 mm","Extensiones, 9 mm",,,380,128,baja,True,False
1268,mm,"Extensiones, 9 mm","Extensiones, 9 mm",,,400,128,baja,True,False
12682,ST-832,"Discos sierra para madera , para sierras circulares, ]\ 7,500 rpm &so 6eneral","Discos sierra para madera , para sierras circulares","]\ 7,500 rpm &so 6eneral",,315,156,alta,False,True
12683,ST-1080,,,"80 6,500 rpm Corte extra fino",,760,157,media,True,False
12684,,"código contra página, 157",código contra página,157,,,,baja,True,False
12685,ST-1280A,,,"bY 5,500 rpm Ltra 5ino",,960,156,media,True,False
12686,ST-12100A,,,"[YY 5,500 rpm Ltra 5ino",,1150,156,media,True,False
12698,Hojadeacero,"Cortador de ramas con mango telescópico de fibra de vidrio y aluminio, de acero",Cortador de ramas con mango telescópico de fibra de vidrio y aluminio,de acero,,,374,baja,True,False
1270,mm,"Extensiones, 9 mm","Extensiones, 9 mm",,,465,128,baja,True,False
1272,,"Matracas de liberación rápida, sistema reversible, mango plano, [Y \_1=","Matracas de liberación rápida, sistema reversible, mango plano",[Y \_1=,,625,123,baja,True,False
12738,BAV-332-B,"para metal en blíster, 2 1 i|v k|ut 10",para metal en blíster,2 1 i|v k|ut 10,,22,63,alta,False,True
12739,BAV-764-B,"para metal en blíster, 3 1 q|sx o|xv 10",para metal en blíster,3 1 q|sx o|xv 10,,22,63,alta,False,True
12740,BAV-18-B,"para metal en blíster, 3 1 i|t i|z 10",para metal en blíster,3 1 i|t i|z 10,,22,63,alta,False,True
12741,BAV-964-B,"para metal en blíster, 3 1 m|z q|xv 10",para metal en blíster,3 1 m|z q|xv 10,,26,63,alta,False,True
12742,BAV-532-B,"para metal en blíster, 3 1 k|v m|ut 10",para metal en blíster,3 1 k|v m|ut 10,,30,63,alta,False,True
12743,BAV-1164-B,"para metal en blíster, 3 2 ii|xv 10",para metal en blíster,3 2 ii|xv 10,,35,63,alta,False,True
12774,,,,172,,,,baja,True,False
12784,,,,230,,,,baja,True,False
12785,,,,230,,,,baja,True,False
12793,ROTI-12AC,"Herramienta, 1 batería de 2 Ah y cargador","Herramienta, 1 batería de 2 Ah y cargador",,,850,263,alta,False,True
1280,FBO-2280X,"flexible trenzado de vinilo i|t"" k|z"" plásticolatón, 80 cm 36","flexible trenzado de vinilo i|t"" k|z"" plásticolatón",80 cm 36,,175,517,alta,False,True
1284,C-364-PI,"para desbaste, 3 m|ut Copas para desbaste, 5","para desbaste, 3 m|ut Copas para desbaste, 5",,,390,151,alta,False,True
12872,ESMA-4590N,"Esmeriladora 4 i|t"", 950 W","Esmeriladora 4 i|t"", 950 W",,,1395,233,alta,False,True
12873,ESMA-4512N,"Esmeriladora 4 i|t"", 1,250 W","Esmeriladora 4 i|t"", 1,250 W",,,1645,233,alta,False,True
1289,PILA-12X2-12,"cabeza plana cuadro + phillips, 2i|t"" (65 mm) 100 18",cabeza plana cuadro + phillips,"2i|t"" (65 mm) 100 18",,135,552,alta,False,True
1290,»cYY,,AGM ater9as selladas Blomo»/cido¯ 12 V,c 7 15 × 7 × 9 cm,VOLTECK,510,412,baja,True,False
1292,,"para desbaste, 3 m|ut Copas para desbaste, 5, 36","para desbaste, 3 m|ut Copas para desbaste, 5",36,,315,151,baja,True,False
1294,,"para desbaste, 3 m|ut Copas para desbaste, 5, 60","para desbaste, 3 m|ut Copas para desbaste, 5",60,,315,151,baja,True,False
12983,LARE-300,"Lámpara LED plástica reflectora, recargable , 300 lm, 350 g","Lámpara LED plástica reflectora, recargable , 300 lm",350 g,,760,200,alta,False,True
1300,PH0,"Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)","Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)",,,72,315,alta,False,True
1301,PH1,"Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)","Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)",,,72,315,alta,False,True
13019,LIPLA-180180lm,,,180 lm 225 g 200 m 21 × 6 cm 2 D,,240,200,baja,True,False
1302,PH2,"Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)","Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)",,,72,315,alta,False,True
130200,,,VRD,,,5600,355,baja,True,False
130210,oCuilla,"Refacciones para soldadoras inversoras, Y®Y]Y para antorc7a proceso 6",Refacciones para soldadoras inversoras,Y®Y]Y para antorc7a proceso 6,,79,361,baja,True,False
1303,PH3,"Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)","Estuches con 5 puntas de cruz iguales , largo 3"" (75 mm)",,,72,315,alta,False,True
13050,CU-34,"Cuñas hexagonales Cinceles ladrilleros con grip para concreto, 31 cm k|v (19 mm) 3",Cuñas hexagonales Cinceles ladrilleros con grip para concreto,31 cm k|v (19 mm) 3,,77,92,alta,False,True
13053,CU-78,"Cuñas hexagonales Cinceles ladrilleros con grip para concreto, 36 cm o|z (22 mm) 3",Cuñas hexagonales Cinceles ladrilleros con grip para concreto,36 cm o|z (22 mm) 3,,118,92,alta,False,True
13056,CU-1,"Cuñas hexagonales Cinceles ladrilleros con grip para concreto, 40 cm [ (25 mm) 3",Cuñas hexagonales Cinceles ladrilleros con grip para concreto,40 cm [ (25 mm) 3,,180,92,alta,False,True
13059,CU-1-14,"Cuñas hexagonales Cinceles ladrilleros con grip para concreto, 51 cm [ i|v (32 mm) 3",Cuñas hexagonales Cinceles ladrilleros con grip para concreto,51 cm [ i|v (32 mm) 3,,325,92,alta,False,True
13062,CU-1-12,"Cuñas hexagonales Cinceles ladrilleros con grip para concreto, 62 cm [ i|t (38 mm) 3",Cuñas hexagonales Cinceles ladrilleros con grip para concreto,62 cm [ i|t (38 mm) 3,,575,92,alta,False,True
1311,Níquelsatinado96,"Jaladeras metálicas línea Oviedo, satinado c` ==",Jaladeras metálicas línea Oviedo,satinado c` ==,,48,585,baja,True,False
1312,Níquelsatinado128,"Jaladeras metálicas línea Oviedo, satinado [\b ==",Jaladeras metálicas línea Oviedo,satinado [\b ==,,58,585,baja,True,False
13137,MASU-35,"Martillo con caras suaves intercambiables, Truper Grip, 11 oz 1 3⁄8"" [[ (28 cm) 40","Martillo con caras suaves intercambiables, Truper Grip","11 oz 1 3⁄8"" [[ (28 cm) 40",TRUPER,380,281,alta,False,True
13138,REP-MASU35,"Martillo con caras suaves intercambiables, Truper Grip, NA 1 3⁄8"" NA 72","Martillo con caras suaves intercambiables, Truper Grip","NA 1 3⁄8"" NA 72",TRUPER,65,281,alta,False,True
13153,D-1405,Cortos de 6 puntas,Cortos de 6 puntas,,,30,124,alta,False,True
13154,D-1406,Cortos de 6 puntas,Cortos de 6 puntas,,,30,124,alta,False,True
13155,D-1407,Cortos de 6 puntas,Cortos de 6 puntas,,,30,124,alta,False,True
13156,D-1408,Cortos de 6 puntas,Cortos de 6 puntas,,,30,124,alta,False,True
13157,D-1409,Cortos de 6 puntas,Cortos de 6 puntas,,,30,124,alta,False,True
13158,D-1410,Cortos de 6 puntas,Cortos de 6 puntas,,,30,124,alta,False,True
13159,D-1411,Cortos de 6 puntas,Cortos de 6 puntas,,,33,124,alta,False,True
1316,i|t,"Mangos para martillos de uña Mango para mini picos de jardín, (34 cm) MO-16 MOR-16",Mangos para martillos de uña Mango para mini picos de jardín,(34 cm) MO-16 MOR-16,,43,223,baja,True,False
13160,D-1412,Cortos de 6 puntas,Cortos de 6 puntas,,,33,124,alta,False,True
13161,D-1414,Cortos de 6 puntas,Cortos de 6 puntas,,,34,124,alta,False,True
13162,D-1416,Cortos de 6 puntas,Cortos de 6 puntas,,,35,124,alta,False,True
13165,CUNU-V,"Cubrenucas para casco, con reflejante, Verde","Cubrenucas para casco, con reflejante",Verde,,46,327,alta,False,True
13182,D-1408-L,Largos de 6 puntas,Largos de 6 puntas,,,42,124,alta,False,True
13183,D-1409-L,Largos de 6 puntas,Largos de 6 puntas,,,42,124,alta,False,True
13184,D-1410-L,Largos de 6 puntas,Largos de 6 puntas,,,42,124,alta,False,True
13185,D-1411-L,Largos de 6 puntas,Largos de 6 puntas,,,46,124,alta,False,True
13186,D-1412-L,Largos de 6 puntas,Largos de 6 puntas,,,46,124,alta,False,True
13187,D-1414-L,Largos de 6 puntas,Largos de 6 puntas,,,46,124,alta,False,True
13188,D-1416-L,Largos de 6 puntas,Largos de 6 puntas,,,48,124,alta,False,True
1321,Latónbrillante,"Jaladeras metálicas línea Oviedo, brillante c` ==",Jaladeras metálicas línea Oviedo,brillante c` ==,,48,585,baja,True,False
1322,Latónbrillante,"Jaladeras metálicas línea Oviedo, brillante [\b ==",Jaladeras metálicas línea Oviedo,brillante [\b ==,,58,585,baja,True,False
13226,N-4770,"Nudos universales y nudos universales, 7 piezas, 1k|z"" (4 1=)","Nudos universales y nudos universales, 7 piezas","1k|z"" (4 1=)",,85,127,alta,False,True
1323,,Tenaza para azulejo mangos Comfort Grip,Tenaza para azulejo mangos Comfort Grip,,,,367,baja,True,False
13230,D-1212-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,55,125,alta,False,True
13231,D-1214-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,55,125,alta,False,True
13232,D-1216-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,55,125,alta,False,True
13233,D-1218-H,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13234,D-1220-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,55,125,alta,False,True
13235,D-1222-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,60,125,alta,False,True
13236,D-1224-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,60,125,alta,False,True
13237,D-1226-H,Dados cortos de 6 puntas,Dados cortos de 6 puntas,,,66,125,alta,False,True
13238,,,,125,,,,baja,True,False
13239,,,,125,,,,baja,True,False
1324,kg,"Rodaja de hule, espiga roscada con balero, 4 (100) 25 162 11 × 34","Rodaja de hule, espiga roscada con balero",4 (100) 25 162 11 × 34,,152,550,baja,True,False
13240,,,,125,,,,baja,True,False
13241,,,,125,,,,baja,True,False
13242,,,,125,,,,baja,True,False
13251,D-1241-14,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,87,127,alta,False,True
13252,D-1241-516,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,87,127,alta,False,True
13253,D-1241-38,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,87,127,alta,False,True
13254,D-1241-716,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,96,127,alta,False,True
13255,D-1241-12,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,105,127,alta,False,True
13256,D-1241-916,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,105,127,alta,False,True
13257,D-1241-58,"Dados punta larga bristol Dados punta corta bristol, 21 mm 55 mm",Dados punta larga bristol Dados punta corta bristol,21 mm 55 mm,,152,127,alta,False,True
13260,D-1210-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13261,D-1211-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13262,D-1212-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13263,D-1213-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13264,D-1214-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13265,D-1215-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13266,D-1216-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,55,125,alta,False,True
13267,D-1217-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,59,125,alta,False,True
13268,D-1218-M,"Dados cortos de 6 puntas, 120",Dados cortos de 6 puntas,120,,66,125,alta,False,True
13299,D-1210,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,alta,False,True
13300,D-1212,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,alta,False,True
13301,D-1214,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,alta,False,True
13302,D-1216,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,alta,False,True
13303,D-1218,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,alta,False,True
13304,D-1220,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,alta,False,True
13305,D-1222,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,60,125,alta,False,True
13306,D-1224,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,60,125,alta,False,True
13307,D-1226,"Dados cortos de 12 puntas, 72",Dados cortos de 12 puntas,72,,66,125,alta,False,True
13323,D-1212-HL,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,alta,False,True
13324,D-1214-HL,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,alta,False,True
