codigo,codigo_barras,clave,descripcion,marca,categoria
25082,,PA-COTR-B,"Placa armada con 3 contactos, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
45110,,MAST-280,"Mástil de 2.8 m para antena aérea, VOLTECK",VOLTECK,Antenas aéreas y mástiles
46199,,CLI-B,"Clavija industrial blindada no polarizada, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46986,,COLET-3/4-FS,"Condulet 3/4"" conexión tipo FS, VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
25080,,PA-APDO-B,"Placa armada con 2 interruptores sencillos, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
28207,,LED-250B,"Foco LED alta potencia 25W (250W) 6500 K, VOLTECK BASIC",VOLTECK BASIC,Focos LED alta potencia y tubos LED
48066,,ERA-4X14,"Extensión reforzada aterrizada 4 m 3x14 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
46210,,CL-HR,"2 Clavijas no polarizadas redondas de PVC, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
40194,,ERA-10X14,"Extensión reforzada aterrizada 10 m calibre 14, VOLTECK",VOLTECK,Extensiones eléctricas
48067,,ERA-8X14,"Extensión reforzada aterrizada 8 m 3x14 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
22041,,REF-401L,"Reflector LED para exteriores 20W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
48220,,REF-302L,"Reflector LED para exteriores 30W 6500K, VOLTECK",VOLTECK LAIT,Iluminación exterior / Reflectores
46793,,HB-150L,"Luminario LED High Bay 150 W 6500 K, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED High Bay y para garage
46792,,HB-100L,"Luminario LED High Bay 100 W 6500 K, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED High Bay y para garage
28206,,LED-170B,"Foco LED alta potencia 20W (170W) 6500 K, VOLTECK BASIC",VOLTECK BASIC,Focos LED alta potencia y tubos LED
46444,,APAL-2C,"Interruptor de palanca con cable, 1 polo, on-off, VOLTECK",VOLTECK,"Extractores de aire <span class=""Torange""> |</span> Interruptores de palanca y tipo botonera"
48076,,POPL-17,"Portalámpara 4-1/2"" de baquelita, VOLTECK",VOLTECK,Portalámparas
49837,,REF-506SL,"Reflector LED con panel solar 200W 6500K, VOLTECK",VOLTECK,Iluminación exterior / Reflectores
40195,,ERA-20X14,"Extensión reforzada aterrizada 20 m calibre 14, VOLTECK",VOLTECK,Extensiones eléctricas
47234,,MUL-10,"Multicontacto 14 AWG uso rudo con 10 entradas, VOLTECK",VOLTECK,Multicontactos de barra y de niño
49895,,REF-304L,"Reflector LED para exteriores 100W 6500K, VOLTECK",VOLTECK LAIT,Iluminación exterior / Reflectores
46097,,MUFAR-1-1/4,"Mufa roscada 1-1/4"" para tubo, VOLTECK",VOLTECK,"Tubos / Componentes para Kit CFE, perfiles monocanales y abrazaderas"
45004,,CCH-4X4P,"Caja de registro cuadrada 4"" plástica, VOLTECK",VOLTECK,"Chalupas, cajas de registro y botes integrales"
46312,,ZI-9V,"Blíster con 1 pila zinc-carbón 9 V, VOLTECK",VOLTECK,Pilas
46317,,AL-C,"Blíster con 2 pilas alcalinas C, VOLTECK",VOLTECK,Pilas
46595,,SEMO-AL,"Sensor de movimiento con alarma y timbre, VOLTECK",VOLTECK,"Temporizadores<span class=""Torange"">|</span>Termómetro digital y sensores de movimiento"
26113,,REF-408L,"Reflector LED para exteriores 400W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46282,,CAN-1735,"Canaleta de 1 vía 17 x 35 mm, VOLTECK",VOLTECK,"Accesorios de audio y video <span class=""Torange"">|</span> Antenas interiores"
46321,,CCH-4X4C,"Caja de registro cuadrada 4"" metálica reforzada, VOLTECK",VOLTECK,"Chalupas, cajas de registro y botes integrales"
48219,,REF-301L,"Reflector LED para exteriores 20W 6500K, VOLTECK",VOLTECK LAIT,Iluminación exterior / Reflectores
46979,,COLET-1/2-T,"Condulet 1/2"" conexión tipo T, VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
46106,,COSO-D,"Contacto de sobreponer dúplex sin tierra, VOLTECK",VOLTECK,"Artefactos eléctricos Línea de Sobreponer <span class=""Torange"">|</span> Artefactos eléctricos Línea Económica"
46095,,TVSM-42,"Soporte para pantallas de 23"" a 42"" articulado, VOLTECK",VOLTECK,Soportes para pantallas y monitores
47351,,COSO-T,"Contacto de sobreponer triple sin tierra, VOLTECK",VOLTECK,"Artefactos eléctricos Línea de Sobreponer <span class=""Torange"">|</span> Artefactos eléctricos Línea Económica"
48142,,TERA-K55,"Juego de 55 terminales aisladas para cable, VOLTECK",VOLTECK,"Accesorios de audio y video <span class=""Torange"">|</span> Antenas interiores"
46311,,ZI-D,"Blíster con 2 pilas zinc-carbón D, VOLTECK",VOLTECK,Pilas
46557,,ERA-30X12,"Extensión reforzada aterrizada 30 m 3x12 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
40193,,ERA-6X14,"Extensión reforzada aterrizada 6 m calibre 14, VOLTECK",VOLTECK,Extensiones eléctricas
46588,,ABA-701L,"Lámpara LED 100W 6500K con 4 paneles abatibles, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED High Bay y para garage
26112,,REF-407L,"Reflector LED para exteriores 300W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46980,,COLET-3/4-T,"Condulet 3/4"" conexión tipo T, VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
25083,,PA-APTR-B,"Placa armada con 3 interruptores sencillos, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
46127,,REF-306L,"Reflector LED para exteriores 200W 6500K, VOLTECK",VOLTECK LAIT,Iluminación exterior / Reflectores
59998,,GON-100V,"Góndola de pared 100 x 220 cm, VOLTECK",VOLTECK,Exhibidores tipo góndola
49836,,REF-504SL,"Reflector LED con panel solar 100W 6500K, VOLTECK",VOLTECK,Iluminación exterior / Reflectores
46125,,CVT,"Conector para varilla a tierra, VOLTECK",VOLTECK,"Tubos / Componentes para Kit CFE, perfiles monocanales y abrazaderas"
46592,,EXA-12I,"Extractor de aire de 12"",blanco, VOLTECK",VOLTECK,"Extractores de aire <span class=""Torange""> |</span> Interruptores de palanca y tipo botonera"
46943,,MUFA-1-1/4,"Mufa con abrazadera para tubo 1-1/4"", VOLTECK",VOLTECK,"Tubos / Componentes para Kit CFE, perfiles monocanales y abrazaderas"
22040,,REF-400L,"Reflector LED para exteriores 10W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46209,,CL-PL,"2 Clavijas no polarizadas planas de policarbonato, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46971,,COLET-3/4-LB,"Condulet 3/4"" conexión tipo LB, VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
44298,,BCIN-650,"Bote con 650 cinchos plásticos en colores surtidos, VOLTECK",VOLTECK,"Cinchos plásticos, tubos termocontráctiles, cinta de aislar y de contacto doble"
46250,,AD-270,"Adaptador con supresor de picos 270 joules, VOLTECK",VOLTECK,Multicontactos con supresor de picos y contacto inteligente WiFi
46279,,CAN-1212,"Canaleta de 1 vía 12 x 12 mm, VOLTECK",VOLTECK,"Accesorios de audio y video <span class=""Torange"">|</span> Antenas interiores"
49835,,REF-503SL,"Reflector LED con panel solar 60W 6500K, VOLTECK",VOLTECK,Iluminación exterior / Reflectores
48101,,TIMC-2,"Timbre industrial tipo campana de 2-3/4"", VOLTECK",VOLTECK,"Timbres, ventiladores y contactos"
25084,,PA-APSE-EB,"Placa armada con 1 interruptor de 3 vías, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
46245,,AD-RP,"Adaptador barra redonda a plana, VOLTECK",VOLTECK,Multicontactos y adaptadores
46554,,ERA-10X12,"Extensión reforzada aterrizada 10 m 3x12 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
46515,,POBA-17,"Portalámpara de baquelita, con interruptor de cadena VOLTECK",VOLTECK,Portalámparas
46555,,ERA-15X12,"Extensión reforzada aterrizada 15 m 3x12 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
46253,,AD-32N,"Bolsa con 2 adaptadores 3 a 2 naranjas, VOLTECK",VOLTECK,Multicontactos y adaptadores
46094,,TVSM-37,"Soporte para pantallas de 23"" a 37"" articulado, VOLTECK",VOLTECK,Soportes para pantallas y monitores
46309,,ZI-AA,"Blíster con 4 pilas zinc-carbón AA, VOLTECK",VOLTECK,Pilas
46281,,CAN-1720,"Canaleta de 1 vía 17 x 20 mm, VOLTECK",VOLTECK,"Accesorios de audio y video <span class=""Torange"">|</span> Antenas interiores"
46931,,CLQ-3/4R,"Conector recto 3/4"" para tubo liquid tight, VOLTECK",VOLTECK,"Tubos / Poliductos <span class=""Torange"">|</span> Tubos flexibles y conectores"
49859,,MUL-6N,"Multicontacto 16 AWG doméstico con 6 entradas, negro VOLTECK",VOLTECK,Multicontactos de barra y de niño
46126,,REF-305L,"Reflector LED para exteriores 150W 6500K, VOLTECK",VOLTECK LAIT,Iluminación exterior / Reflectores
46607,,TIMC-4,"Timbre industrial tipo campana de 4"", VOLTECK",VOLTECK,"Timbres, ventiladores y contactos"
47283,,REP-FUS30,"Repuesto para fusible de 30 A, VOLTECK",VOLTECK,"Centros de carga / Interruptores enchufables y para riel DIN <span class=""Torange"">|</span> Fusibles renovables"
46098,,RB-114-12,"Reducción bushing de 1-1/4"" a 1/2"", VOLTECK",VOLTECK,"Tubos / Componentes para Kit CFE, perfiles monocanales y abrazaderas"
46556,,ERA-20X12,"Extensión reforzada aterrizada 20 m 3x12 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
47340,,CTF-1/2R,"Conector recto 1/2"" para tubo flexible metálico, VOLTECK",VOLTECK,"Tubos / Poliductos <span class=""Torange"">|</span> Tubos flexibles y conectores"
47104,,FIV-40E,"Lámpara incandescente vintage 40 W tipo Edison, VOLTECK",VOLTECK,Focos incandescentes
46970,,COLET-1/2-LB,"Condulet 1/2"" conexión tipo LB, VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
46558,,ERA-4X12,"Extensión reforzada aterrizada 4 m calibre 12, VOLTECK",VOLTECK,Extensiones eléctricas
28092,,REF-403LC,"Reflector LED para exteriores 50W 3000K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46108,,COSO-S,"Contacto de sobreponer sencillo sin tierra, VOLTECK",VOLTECK,"Artefactos eléctricos Línea de Sobreponer <span class=""Torange"">|</span> Artefactos eléctricos Línea Económica"
46591,,EXA-10I,"Extractor de aire de 10"",blanco, VOLTECK",VOLTECK,"Extractores de aire <span class=""Torange""> |</span> Interruptores de palanca y tipo botonera"
47281,,FUS-60A,"Fusible 60 A con agarradera, VOLTECK",VOLTECK,"Centros de carga / Interruptores enchufables y para riel DIN <span class=""Torange"">|</span> Fusibles renovables"
47231,,SEMO-EX,"Sensor de movimiento para exterior, VOLTECK",VOLTECK,"Temporizadores<span class=""Torange"">|</span>Termómetro digital y sensores de movimiento"
46611,,TIMC-10,"Timbre industrial tipo campana de 10"", VOLTECK",VOLTECK,"Timbres, ventiladores y contactos"
46189,,LES-100L,"Lámpara de LED 5W cuello flexible para escritorio, VOLTECK",VOLTECK LAIT,Luces de noche
46930,,CLQ-1/2R,"Conector recto 1/2"" para tubo liquid tight, VOLTECK",VOLTECK,"Tubos / Poliductos <span class=""Torange"">|</span> Tubos flexibles y conectores"
45368,,TER-25C,"Bolsa con 25 piezas de tubo termocontráctil, VOLTECK",VOLTECK,"Cinchos plásticos, tubos termocontráctiles, cinta de aislar y de contacto doble"
46598,,LUZ-N,"Luz de noche con sensor de luz, VOLTECK",VOLTECK,Luces de noche
44017,,BCIN-1000C,"Bote con 1000 cinchos plásticos en colores surtidos, VOLTECK",VOLTECK,"Cinchos plásticos, tubos termocontráctiles, cinta de aislar y de contacto doble"
45367,,TER-580C,"Estuche con 580 piezas de tubo termocontráctil, VOLTECK",VOLTECK,"Cinchos plásticos, tubos termocontráctiles, cinta de aislar y de contacto doble"
46587,,ABA-700L,"Lámpara LED 50W 6500K con 3 paneles abatibles, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED High Bay y para garage
28093,,REF-404LC,"Reflector LED para exteriores 100W 3000K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
47341,,CTF-3/4R,"Conector recto 3/4"" para tubo flexible metálico, VOLTECK",VOLTECK,"Tubos / Poliductos <span class=""Torange"">|</span> Tubos flexibles y conectores"
55575,,EX-FOS-G2,Exhibidor de productos FOSET genérico,FOSET,Racks exhibidores de producto para panel ranurado o perfocel
49146,,E-052S,"Juego llaves empotrar roscables,compresión,sin maneral FOSET",FOSET,Llaves de empotrar para regadera y regaderas eléctricas
49729,,CC-862,"Codo 45° de cobre 3/4"",FOSET",FOSET COPPERFLOW,Conexiones de cobre y latón cobrizado
49145,,E-652S,"Juego llaves empotrar soldables,compresión,sin maneral FOSET",FOSET,Llaves de empotrar para regadera y regaderas eléctricas
49486,,CARCE-324,Bolsa con 2 cartuchos cerámicos para mezcladora AQF-86 FOSET,FOSET AQUA,"Cartuchos (árbol) de repuesto, accesorios para regaderas de teléfono y grifería en blíster"
49227,,LLI-20,"Llave economizadora para lavabo, FOSET",FOSET,Productos institucionales / Grifería y barras de seguridad
47918,,LLI-10,"Llave temporizadora para lavabo, FOSET",FOSET,Productos institucionales / Grifería y barras de seguridad
49601,,E-052SCE,"Juego llaves empotrar roscables,1/4 vuelta,sin maneral FOSET",FOSET,Llaves de empotrar para regadera y regaderas eléctricas
49851,,CV-563,"Codo 90° PPR, 1"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
55980,,EX-BAQ-GO,"Exhibidor tipo góndola, FOSET BASIC AQUA",FOSET,Exhibidores tipo góndola
56010,,EX-TB-GO,"Exhibidor tipo góndola, FOSET TÚBIG",FOSET TUBIG,Exhibidores tipo góndola
47906,,RES-4V,"Juego de 4 repisas esquineras de vidrio, FOSET",FOSET BASIC,Llaves de empotrar para regadera y regaderas eléctricas
55857,,R-CPVC-FOS,"Rack con conexiones CPVC, FOSET",FOSET,Accesorios para tinaco y racks
55975,,EX-BA-GO,"Exhibidor tipo góndola, FOSET BASIC",FOSET,Exhibidores tipo góndola
49671,,ELA-72,"Portarrollo metálico acabado cromo, FOSET ELEMENT",FOSET ELEMENT,Accesorios para baño
49600,,E-652SCE,"Juego llaves empotrar soldables,1/4 vuelta,sin maneral FOSET",FOSET,Llaves de empotrar para regadera y regaderas eléctricas
55976,,EX-AQ-GO,"Exhibidor tipo góndola, FOSET AQUA",FOSET,Exhibidores tipo góndola
56368,,R-TAR,"Rack para tarjas, FOSET",FOSET,Racks exhibidores
47932,,ABP-20X,"Portarrollo de acero inoxidable, FOSET",FOSET,Accesorios para sanitarios institucionales
55979,,EX-RI-GO,"Exhibidor tipo góndola, FOSET RIVIERA",FOSET,Exhibidores tipo góndola
45958,,TBA-72,"Portarrollo metálico acabado cromo, FOSET TÚBIG",FOSET TUBIG,Regaderas y accesorios para baño
49677,,ELA-72N,"Portarrollo metálico acabado satín, FOSET ELEMENT",FOSET ELEMENT,Accesorios para baño
45960,,TBA-72M,"Portarrollo metálico acabado negro, FOSET TÚBIG",FOSET TUBIG,Regaderas y accesorios para baño
55978,,EX-EL-GO,"Exhibidor tipo góndola, FOSET ELEMENT",FOSET,Exhibidores tipo góndola
49875,,CV-363,"Tapón de PPR 1"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
45425,,PVC-363,"Tapón de PVC 1"", FOSET",FOSET SANIFLOW,"Tubos y conexiones de PVC, serie inglesa"
45541,,PVC-366,"Tapón de PVC 2"", FOSET",FOSET SANIFLOW,"Tubos y conexiones de PVC, serie inglesa"
45120,,CPVC-363,"Tapón de CPVC 1"", FOSET",FOSET HIDROFLOW,Conexiones de CPVC
55977,,EX-AE-GO,"Exhibidor tipo góndola, FOSET AERO",FOSET,Exhibidores tipo góndola
45959,,TBA-72N,"Portarrollo metálico acabado satín, FOSET TÚBIG",FOSET TUBIG,Regaderas y accesorios para baño
45461,,CV-566,"Codo 90° PPR, 2"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
49210,,TECO-60R,"Termocople 60 cm roscable, FOSET",FOSET,"Termopares, termocoples y válvulas"
49639,,AEA-77,"Toallero metálico de argolla, FOSET AERO",FOSET AERO,Regaderas y accesorios para baño
55577,,EX-VAL-FOS2,"Exhibidor de válvulas, FOSET",FOSET,Exhibidores para panel ranurado o perfocel
49211,,TECO-60S,"Termocople 60 cm soldable, FOSET",FOSET,"Termopares, termocoples y válvulas"
48907,,CPVC-783,"Cruz de CPVC 1"", FOSET",FOSET HIDROFLOW,Conexiones de CPVC
56011,,EXF-CAR,"Exhibidor de cartuchos, FOSET",FOSET,Muestrarios para identificar medidas
55579,,EX-WC-FOS2,"Exhibidor WC, FOSET",FOSET,Racks exhibidores de producto para panel ranurado o perfocel
48958,,CPVC-606,"Conector hembra CPVC 2"", FOSET",FOSET HIDROFLOW,Tubos y conexiones de CPVC
55576,,EX-MAN-FOS2,"Exhibidor de mangueras, FOSET",FOSET,Exhibidores para panel ranurado o perfocel
48955,,CPVC-616,"Conector macho CPVC 2"", FOSET",FOSET HIDROFLOW,Tubos y conexiones de CPVC
56013,,EX-PALP,"Exhibidor de conexiones PE-AL-PE, FOSET",FOSET,Racks exhibidores de producto para panel ranurado o perfocel
55578,,EX-CES-FOS2,"Exhibidor de céspoles, FOSET",FOSET,Racks exhibidores de producto para panel ranurado o perfocel
48949,,CPVC-366,"Tapón de CPVC 2"", FOSET",FOSET HIDROFLOW,Conexiones de CPVC
55597,,EX-FP-318,"Exhibidor con mezcladora FP-318, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55596,,EX-MP-050,"Exhibidor con mezcladora MP-050, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55599,,EX-FP-317,"Exhibidor con mezcladora FP-317, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55604,,EX-R-511,"Exhibidor con regadera R-511, FOSET",FOSET AERO,Exhibidores de grifería para panel ranurado o perfocel
55603,,EX-R-510,"Exhibidor con regadera R-510, FOSET",FOSET AERO,Exhibidores de grifería para panel ranurado o perfocel
56004,,EX-R-415,"Exhibidor con regadera R-415, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55454,,EX-M-060P,"Exhibidor con mezcladora M-060P, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55598,,EX-MP-060,"Exhibidor con mezcladora MP-060, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55458,,EX-F-AQM-42,"Exhibidor con monomando AQM-42, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
47919,,R1-LLI-10,"Repuesto cartucho temporizador, FOSET",FOSET,Productos institucionales / Grifería y barras de seguridad
56003,,EX-R-414,"Exhibidor con regadera R-414, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55721,,EX-AQF-82,"Exhibidor con mezcladora AQF-82, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55592,,EX-F-319P,"Exhibidor con mezcladora F-319P, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55939,,EX-R-401,"Exhibidor con Regadera R-401, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55940,,EX-R-402,"Exhibidor con Regadera R-402, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55457,,EX-R-007,"Exhibidor con regadera R-007, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
48922,,CPVC-413,"Puente de CPVC 1"", FOSET",FOSET HIDROFLOW,Conexiones de CPVC
55607,,EX-REGEL-4,"Exhibidor con regadera REGEL-4, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
45282,,CARMO-23,"Cartucho cerámico monomando, FOSET",FOSET,"Cartuchos (árbol) de repuesto, accesorios para regaderas de teléfono y grifería en blíster"
55996,,EX-TBF-84,"Exhibidor con monomando TBF-84, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55281,,EX-F-317,"Exhibidor con mezcladora F-317, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55479,,EX-F-318P,"Exhibidor con mezcladora F-318-P, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55707,,EX-R-504,"Exhibidor con regadera R-504, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
45458,,CV-366,"Tapón de PPR 2"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
55590,,EX-F-319I,"Exhibidor con mezcladora F-319I, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55988,,EX-TBM-62M,"Exhibidor con mezcladora TBM-62M, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55992,,EX-TBF-82M,"Exhibidor con mezcladora TBF-82M, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55594,,EX-F-312,"Exhibidor con mezcladora F-312, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55586,,EX-M-060I,"Exhibidor con mezcladora M-060I, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55588,,EX-F-AQF-92,"Exhibidor con mezcladora AQF-92, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55595,,EX-MP-048,"Exhibidor con mezcladora MP-048, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55589,,EX-F-318I,"Exhibidor con mezcladora F-318I, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55705,,EX-R-507,"Exhibidor con regadera R-507, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55452,,EX-M-060,"Exhibidor con mezcladora M-060, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55459,,EX-F-AQF-85,"Exhibidor con mezcladora AQF-85, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55282,,EX-F-318,"Exhibidor con mezcladora F-318, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55968,,EX-R-516,"Exhibidor con regadera R-516, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55997,,EX-TBF-87,"Exhibidor con monomando TBF-87, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55724,,EX-AQM-52,"Exhibidor con mezcladora AQM-52, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55585,,EX-M-050I,"Exhibidor con mezcladora M-050I, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55704,,EX-R-506,"Exhibidor con regadera R-506, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55456,,EX-M-050P,"Exhibidor con mezcladora M-050P, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55279,,EX-E-652,"Exhibidor para llaves E-652, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55994,,EX-TBM-45,"Exhibidor con monomando TBM-45, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55291,,EX-M-048,"Exhibidor con mezcladora M-048, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55708,,EX-R-501,"Exhibidor con regadera R-501, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55453,,EX-M-060A,"Exhibidor con mezcladora M-060A, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55451,,EX-M-048P,"Exhibidor con mezcladora M-048P, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55591,,EX-F-319,"Exhibidor con mezcladora F-319, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55297,,EX-M-242-A,"Exhibidor para llaves M-242-A, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55722,,EX-AQF-81,"Exhibidor con mezcladora AQF-81, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55602,,EX-R-509,"Exhibidor con regadera R-509, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
56002,,EX-R-413,"Exhibidor con regadera R-413, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55723,,EX-AQM-51,"Exhibidor con mezcladora AQM-51, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55455,,EX-M-050A,"Exhibidor con mezcladora M-050A, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55970,,EX-AQM-52N,"Exhibidor con mezcladora AQM-52N, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55726,,EX-AQM-62,"Exhibidor con mezcladora AQM-62, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55969,,EX-AQF-82N,"Exhibidor con mezcladora AQF-82N, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55593,,EX-F-319A,"Exhibidor con mezcladora F-319A, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55995,,EX-TBF-83,"Exhibidor con monomando TBF-83, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55584,,EX-M-048I,"Exhibidor con mezcladora M-048I, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55293,,EX-M-050,"Exhibidor para mezcladora M-050, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55965,,EX-F-318E,"Exhibidor con mezcladora F-318E, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55941,,EX-R-502,"Exhibidor con Regadera R-502, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55991,,EX-TBF-82N,"Exhibidor con mezcladora TBF-82N, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55283,,EX-F-318A,"Exhibidor con mezcladora F-318A, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55972,,EX-R-509G,"Exhibidor con regadera R-509G, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55601,,EX-R-508,"Exhibidor con regadera R-508, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55292,,EX-M-048A,"Exhibidor con mezcladora M-048A, FOSET",FOSET BASIC,Exhibidores para panel ranurado o perfocel
55600,,EX-F-AQF-86,"Exhibidor con mezcladora AQF-86, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55966,,EX-F-319E,"Exhibidor con mezcladora F-319E, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55725,,EX-AQM-61,"Exhibidor con mezcladora AQM-61, FOSET",FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel
55990,,EX-TBF-82,"Exhibidor con mezcladora TBF-82, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55986,,EX-TBM-62,"Exhibidor con mezcladora TBM-62, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55587,,EX-F-317A,"Exhibidor con mezcladora F-317A, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
55993,,EX-TBF-81,"Exhibidor con mezcladora TBF-81, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
55989,,EX-TBM-61,"Exhibidor con mezcladora TBM-61, FOSET",FOSET,Exhibidores de grifería para panel ranurado o perfocel
