codigo_truper,codigo_barras,clave,descripcion,marca,categoria,precio_venta,existencia,datos_completos
10012,,M-20B,,,,,,False
10013,,M-10B,,,,,,False
10021,,M-4B,,,,,,False
10025,,JDTH-3/8X9,,,,,,False
10026,,JDTH-1/2X10,,,,,,False
10027,,JDTH-1/4X7,,,,,,False
10031,,MINI-6B,,,,,,False
10032,,MINI-4B,,,,,,False
10037,,CORG-20,,,,,,False
10038,,PAZAR-5,,,,,,False
10039,,PAZAC-5,,,,,,False
10068,,BOAP-1/2,,,,,,False
10069,,BOAP-3/4,,,,,,False
10070,,BOAP-1,,,,,,False
10077,,HIDR-1/2X24,,,,,,False
10079,,CAT-15FF,,,,,,False
10097,,CATA-40,,,,,,False
10098,,CATA-36,,,,,,False
10210,,AJ-6,,,,,,False
10220,,REP-AJ-6,,,,,,False
10221,,ACA-6X,,,,,,False
10229,,REP-ACA-6X,,,,,,False
10233,,CAT-45FF,,,,,,False
10235,,FDO-2,,,,,,False
10252,,CAT-50FF,,,,,,False
10253,,CAT-55FF,,,,,,False
10254,,AJT-21,,,,,,False
10255,,CAT-60FF,,,,,,False
10256,,T-460-18BB,,,,,,False
10257,,PAZAC-6,,,,,,False
10258,,AJT-24,,,,,,False
10259,,GA-10R,,,,,,False
10260,,AJT-30,,,,,,False
10266,,REP-AJT-21,,,,,,False
10270,,REP-AJT-24,,,,,,False
10271,,REP-AJT-30,,,,,,False
10303,,REG-3X,,,,,,False
10312,,ASP-MAN,,,,,,False
10313,,SU-6000,,,,,,False
10314,,SU-7500,,,,,,False
10315,,ASP,,,,,,False
10316,,ASP-3/4BR,,,,,,False
10317,,ASP-1BR,,,,,,False
10318,,ASP-11,,,,,,False
10321,,ASP-11X,,,,,,False
10323,,ASP-11R,,,,,,False
10324,,DOS,,,,,,False
10325,,REG-32,,,,,,False
10327,,DOS-11,,,,,,False
10328,,ASP-8,,,,,,False
10329,,ASP-50,,,,,,False
10330,,DOS-11X,,,,,,False
10333,,ASP-P,,,,,,False
10336,,ASP-P11,,,,,,False
10339,,ASP-P11X,,,,,,False
10351,,SAPO-1,,,,,,False
10359,,ACE-20,,,,,,False
10361,,ACE-25,,,,,,False
10362,,ACE-30,,,,,,False
10363,,OSCI-17,,,,,,False
10364,,ACE-35,,,,,,False
10366,,EST-8,,,,,,False
10372,,AD-2,,,,,,False
10375,,AD-2X,,,,,,False
10378,,M-FLEX,,,,,,False
10380,,CHP-20X,,,,,,False
10381,,EMP-MA10,,,,,,False
10387,,GAN-MA,,,,,,False
10388,,CAMAI-15,,,,,,False
10390,,PORMA-50,"Portamanguera de pared, TRUPER",TRUPER,Mangueras para jardín en combo | Portamangueras,,,True
10400,,MUT-830,"Multímetro digital escolar, TRUPER",TRUPER,"Multímetros digitales, medidor láser de temperatura y detector de materiales",,,True
10401,,MUT-33,"Multímetro digital junior, TRUPER",TRUPER,"Multímetros digitales, medidor láser de temperatura y detector de materiales",,,True
10402,,MUT-39,,,,,,False
10403,,MUT-105,,,,,,False
10404,,MUT-202,,,,,,False
10440,,CAR-KID-T,,,,,,False
10493,,INCO-CAB,,,,,,False
10494,,DTROM-12B,,,,,,False
10495,,ESTD-24,,,,,,False
10496,,ESTD-25,,,,,,False
10497,,ESTD-26,,,,,,False
10498,,ESTD-27,,,,,,False
10499,,TABU-2,"Taburete de 2 peldaños, TRUPER",TRUPER,"Escalerillas plegables, escaleras multiposición y taburetes",,,True
10539,,CPE-16N,,,,,,False
10540,,ADC-5/8,,,,,,False
10541,,ADC-M14,,,,,,False
10542,,ADT27-5/8,,,,,,False
10543,,ADT27-M14,,,,,,False
10544,,ADC-MINI,,,,,,False
10545,,LLUDA,,,,,,False
10553,,ATJ,,,,,,False
10554,,MAC-18,,,,,,False
10555,,ATJ-KID,,,,,,False
10557,,MAC-23,,,,,,False
10558,,MAC-25,,,,,,False
10559,,ATJ-F,,,,,,False
10560,,MAC-27,,,,,,False
10561,,MAC-29,,,,,,False
10562,,ATJ-C,,,,,,False
10565,,ATM,,,,,,False
10568,,CUL,,,,,,False
10599,,CO-60P,,,,,,False
10600,,AL-0,,,,,,False
10603,,AL-1,,,,,,False
10606,,AL-2,,,,,,False
10609,,AL-3,,,,,,False
10612,,AL-0M,,,,,,False
10615,,AL-1M,,,,,,False
10617,,LI-CA-130R,,,,,,False
10618,,AL-2M,,,,,,False
10621,,AL-3M,,,,,,False
10638,,GAN-MAV,,,,,,False
10645,,PISO-5X,,,,,,False
10647,,PISO-363,,,,,,False
10648,,PISO-358,,,,,,False
10652,,JCEA-3,,,,,,False
10656,,CEA-54I,,,,,,False
10662,,ABT-500,,,,,,False
10664,,ABT-786,,,,,,False
10665,,ABT-787,,,,,,False
10666,,ABT-783,,,,,,False
10667,,ABT-779,,,,,,False
10668,,ABT-372,,,,,,False
10669,,ABT-389,,,,,,False
10671,,BROU-MACH3/4X,,,,,,False
10672,,BROU-MACH7/8X,,,,,,False
10673,,BROU-E1-1/8X,,,,,,False
10674,,BROU-J1X,,,,,,False
10675,,BROU-Z1-1/4X,,,,,,False
10676,,BROU-ESP1-1/4X,,,,,,False
10677,,BROU-CO-7/8X,,,,,,False
10750,,BAP-100,,,,,,False
10751,,DTROM-7,,,,,,False
10752,,ADA-3,,,,,,False
10753,,BAP-125,,,,,,False
10756,,BAP-150,,,,,,False
10758,,PUN-61,,,,,,False
10759,,BAP-150E,,,,,,False
10760,,LACA-3D,,,,,,False
10761,,MAR-18F,,,,,,False
10762,,BAP-175,,,,,,False
10765,,BAP-175X,,,,,,False
10770,,LT-152,,,,,,False
10771,,LT-35,,,,,,False
10772,,LT-36,,,,,,False
10773,,LT-44,,,,,,False
10774,,LT-47,,,,,,False
10775,,LT-55,,,,,,False
10776,,LT-57,,,,,,False
10777,,LT-66,,,,,,False
10778,,LT-69,,,,,,False
10779,,LT-710,,,,,,False
10780,,LT-914,,,,,,False
10787,,SE-66M,,,,,,False
10788,,SE-96M,,,,,,False
10789,,SE-126M,,,,,,False
10790,,SE-614G,,,,,,False
10791,,SE-914G,,,,,,False
10792,,SE-1214G,,,,,,False
10795,,SE-614F,,,,,,False
10796,,SE-618F,,,,,,False
10797,,SE-624F,,,,,,False
10798,,SE-818F,,,,,,False
10810,,MG-DHM-3-1/2,,,,,,False
10835,,FUT-3,,,,,,False
10836,,FUT-5,,,,,,False
10837,,FUT-7,,,,,,False
10847,,GU-635,,,,,,False
10848,,GU-615,,,,,,False
10849,,GU-625,,,,,,False
10851,,MAC-27F,,,,,,False
10852,,MAC-29F,,,,,,False
10853,,BU-45,,,,,,False
10856,,BU-60,,,,,,False
10858,,MG-MB-8X,,,,,,False
10859,,BU-75,,,,,,False
10860,,MG-MB-16X,,,,,,False
10861,,MG-MB-24X,,,,,,False
10862,,BU-90,,,,,,False
10863,,MG-MB-40/48X,,,,,,False
10864,,COMBO-200,,,,,,False
10865,,GRT-19,,,,,,False
10874,,BU-120,,,,,,False
10883,,COMBO-201,,,,,,False
10884,,COMBO-100,,,,,,False
10887,,FM-425,,,,,,False
10893,,MAN-PI-10-3/8,,,,,,False
10894,,MAN-PI-15-3/8,,,,,,False
10895,,ORG-64,"Organizador con 64 gavetas, TRUPER",TRUPER,Cajas para herramienta / Gavetas y organizadores,,,True
10896,,CO-F,,,,,,False
10914,,MAC-27T,,,,,,False
10919,,ESEX-300,,,,,,False
10920,,ESEX-500,,,,,,False
10927,,TJA-2,,,,,,False
10929,,FDO-1,,,,,,False
10940,,INF-12,,,,,,False
10942,,TRISE-435,,,,,,False
10943,,TRISE-290,,,,,,False
10953,,FAJA-S,,,,,,False
10954,,FAJA-XL,,,,,,False
10955,,FAJA-SX,,,,,,False
10956,,FAJA-XLX,,,,,,False
10970,,BC-12M,,,,,,False
10976,,MBC-12,,,,,,False
11000,,BPJ-3,,,,,,False
11003,,BPJ-4,,,,,,False
11004,,SICI-7-1/4A3,,,,,,False
11006,,BPJ-5,,,,,,False
11008,,BPJ-5B,,,,,,False
11009,,BPJ-6,,,,,,False
11012,,BPJ-4C,,,,,,False
11013,,CB-ES-4-1/2A9,,,,,,False
11014,,CB-ES-4-1/2A10,,,,,,False
11015,,BPJ-5C,,,,,,False
11018,,BJ-4P,,,,,,False
11021,,BJ-4,,,,,,False
11029,,DES-330,,,,,,False
11031,,DES-430,,,,,,False
11032,,DES-520,,,,,,False
11034,,"MD-FUT-3,5,7",,,,,,False
11035,,"EMF-3,5,7",,,,,,False
11039,,PCY-PE,,,,,,False
11064,,CB-ESMA-9N2,,,,,,False
11066,,CB-ES-4-1/2P2,,,,,,False
11078,,CB-PULA-P,,,,,,False
11089,,PAL-CA,,,,,,False
11104,,GACO-11,,,,,,False
11105,,GACO-13,,,,,,False
11106,,GACO-18,,,,,,False
11107,,EP-23X,,,,,,False
11108,,PLAP-10R,,,,,,False
11109,,PLAP-15L,,,,,,False
11116,,BAV-7/64,"Broca HSS 7/64"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11118,,BAV-1/8,"Broca HSS 1/8"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11120,,BAV-9/64,"Broca HSS 9/64"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11122,,BAV-5/32,"Broca HSS 5/32"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11124,,BAV-11/64,"Broca HSS 11/64"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11126,,BAV-3/16,"Broca HSS 3/16"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11127,,MAN-3/4X,,,,,,False
11129,,MAN-1X,,,,,,False
11130,,BAV-7/32,"Broca HSS 7/32"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11131,,CA-36M,,,,,,False
11133,,HM-4FX,,,,,,False
11134,,BAV-1/4,"Broca HSS 1/4"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11137,,TJR-8FX,,,,,,False
11139,,CHA-14NC,,,,,,False
11141,,CHA-16NC,,,,,,False
11142,,BAV-5/16,"Broca HSS 5/16"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11143,,CHA-19NC,,,,,,False
11145,,CHA-22NC,,,,,,False
11147,,PRY-P4,,,,,,False
11149,,PRL-P4,,,,,,False
11150,,BAV-3/8,"Broca HSS 3/8"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11151,,AB-GT-26M,,,,,,False
11158,,BAV-7/16,"Broca HSS 7/16"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11159,,CB-ESMA-7A3,,,,,,False
11161,,CB-ES-4-1/2A12,,,,,,False
11166,,BAV-1/2,"Broca HSS 1/2"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11167,,PRY-PE,,,,,,False
11170,,BAV-5/8,"Broca HSS 5/8"" Trugold para metal, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal,,,True
11175,,MAC-29T,,,,,,False
11187,,TPN-734H-2,,,,,,False
11188,,TPN-876-2,,,,,,False
11189,,TPN-886H-2,,,,,,False
11200,,BCT-3/16X4,,,,,,False
11203,,BCT-1/4X4,,,,,,False
11205,,EMB-25,,,,,,False
11206,,BCT-1/4X6,,,,,,False
11207,,EMB-50,,,,,,False
11209,,BCT-1/4X12,,,,,,False
11212,,BCT-5/16X4,,,,,,False
11215,,BCT-5/16X6,,,,,,False
11218,,BCT-5/16X12,,,,,,False
11221,,BCT-3/8X5,,,,,,False
11223,,NT-9,,,,,,False
11224,,BCT-3/8X6,,,,,,False
11225,,NHD,Defensa para bastidor de madera de carretillas TRUPER/PRETUL,TRUPER,Refacciones para carretillas,,,True
11227,,BCT-3/8X12,,,,,,False
11229,,RN-X13,,,,,,False
11230,,BCT-1/2X6,,,,,,False
11231,,CT-9B,,,,,,False
11232,,CT-10B,,,,,,False
11233,,BCT-1/2X12,,,,,,False
11234,,CT-11B,,,,,,False
11236,,BCT-5/8X6,,,,,,False
11239,,BCT-5/8X12,,,,,,False
11242,,BCT-3/4X6,,,,,,False
11245,,BCT-3/4X12,,,,,,False
11248,,BCT-7/8X6,,,,,,False
11249,,CAR-81,,,,,,False
11250,,CAR-82,,,,,,False
11251,,BCT-7/8X12,,,,,,False
11254,,BCT-1X6,,,,,,False
11257,,BCT-1X12,,,,,,False
11258,,BCT-3/16X6,,,,,,False
11260,,BS-7/8X18,,,,,,False
11261,,BS-3/16X8,,,,,,False
11263,,BS-1/4X4,,,,,,False
11264,,BS-1/4X6,,,,,,False
11265,,BS-1/4X8,,,,,,False
11266,,BS-1/4X10,,,,,,False
11267,,BS-3/4X18,,,,,,False
11268,,BS-7/8X8,,,,,,False
11269,,BS-5/16X6,,,,,,False
11270,,BS-5/16X12,,,,,,False
11271,,BS-7/16X12,,,,,,False
11272,,BS-3/8X6,,,,,,False
11273,,BS-9/16X6,,,,,,False
11274,,BS-9/16X12,,,,,,False
11275,,BS-3/8X12,,,,,,False
11276,,BS-5/8X24,,,,,,False
11277,,BS-3/8X18,,,,,,False
11278,,BS-7/16X6,,,,,,False
11281,,BS-1/2X12,,,,,,False
11282,,BS-1/2X18,,,,,,False
11284,,BS-5/8X8,,,,,,False
11285,,BS-5/8X12,,,,,,False
11286,,BS-3/4X8,,,,,,False
11287,,BS-3/4X12,,,,,,False
11288,,BS-7/8X11,,,,,,False
11289,,BS-1X10,,,,,,False
11290,,BS-1X18,,,,,,False
11295,,JBCT-6,,,,,,False
11298,,ASP-B3,,,,,,False
11299,,MG-MART-14,,,,,,False
11335,,JBAC-11,"Juego de 11 brocas para metal y concreto en estuche, TRUPER",TRUPER EXPERT,Brocas para madera y mixtas,,,True
11337,,JBMA-6,,,,,,False
11338,,JBMA-8,,,,,,False
11339,,JBMX-9,,,,,,False
11359,,JBROU-6,,,,,,False
11360,,BPT-1/4,,,,,,False
11363,,BPT-5/16,,,,,,False
11365,,FA-POD-418,,,,,,False
11366,,BPT-3/8,,,,,,False
11367,,CO-AG-42,,,,,,False
11368,,CO-AG-54,,,,,,False
11369,,BPT-7/16,,,,,,False
11370,,MG-CO-AG-42,,,,,,False
11371,,MG-CO-AG-54,,,,,,False
11372,,BPT-1/2,,,,,,False
11373,,BAS-M-60,,,,,,False
11375,,BPT-5/8,,,,,,False
11378,,BPT-3/4,,,,,,False
11381,,BPT-7/8,,,,,,False
11384,,BPT-1,,,,,,False
11387,,BPT-1-1/8,,,,,,False
11390,,BPT-1-1/4,,,,,,False
11391,,PCS-4L,,,,,,False
11392,,LLM-2,,,,,,False
11393,,BPT-1-1/2,,,,,,False
11395,,J-BPT-6,,,,,,False
11402,,JBAV-13,"Juego de 13 brocas HSS para metal en estuche, TRUPER EXPERT",TRUPER EXPERT,Brocas para metal (juegos) y despachadores,,,True
11403,,MT-3/16X24,,,,,,False
11404,,MT-3/16X32,,,,,,False
11405,,MT-1/4X20,,,,,,False
11406,,MT-1/4X28,,,,,,False
11407,,MT-5/16X18,,,,,,False
11408,,MT-5/16X24,,,,,,False
11409,,MT-3/8X16,,,,,,False
11410,,MT-3/8X24,,,,,,False
11411,,MT-7/16X14,,,,,,False
11412,,MT-7/16X20,,,,,,False
11413,,MT-1/2X13,,,,,,False
11414,,MT-1/2X20,,,,,,False
11415,,MT-1/8X40,,,,,,False
11416,,MT-1/8X44,,,,,,False
11417,,MT-5/32X32,,,,,,False
11418,,MT-5/32X36,,,,,,False
11419,,MT-7/32X24,,,,,,False
11420,,MT-7/32X32,,,,,,False
11421,,MT-9/16X12,,,,,,False
11422,,MT-9/16X18,,,,,,False
11423,,MT-5/8X11,,,,,,False
11424,,MT-5/8X18,,,,,,False
11425,,MT-3/4X10,,,,,,False
11426,,MT-3/4X16,,,,,,False
11434,,MAN-GA-1/4,,,,,,False
11435,,MAN-GA-3/8,,,,,,False
11436,,MAN-GA-1/2,,,,,,False
11437,,MAN-GA-3/4,,,,,,False
11438,,MAN-T-3/16,,,,,,False
11439,,MAN-T-1/4,,,,,,False
11440,,MAN-T-1/2,,,,,,False
11442,,J-MATA-40,,,,,,False
11443,,J-MATA-60,,,,,,False
11444,,BROU-RB1/2X,,,,,,False
11452,,BROU-R2-1/4M,,,,,,False
11453,,BROU-R2-1/4L,,,,,,False
11454,,BROU-R2-5/16,,,,,,False
11455,,BROU-R2-3/8,,,,,,False
11456,,BROU-R2-1/2,,,,,,False
11459,,BROU-R2-3/4,,,,,,False
11460,,BROU-MC1/4,,,,,,False
11461,,BROU-MC3/8,,,,,,False
11462,,BROU-MC1/2,,,,,,False
11463,,BROU-MC3/4,,,,,,False
11464,,BROU-MC1/2X,,,,,,False
11465,,BROU-V3/8,,,,,,False
11466,,BROU-V1/2,,,,,,False
11467,,BROU-V7/8,,,,,,False
11468,,BROU-CH1-1/4X,,,,,,False
11469,,BROU-RD1X,,,,,,False
11470,,BROU-RD1-1/4X,,,,,,False
11471,,BROU-RD1-1/2X,,,,,,False
11472,,BROU-RM1X,,,,,,False
11473,,BROU-RM1-1/4X,,,,,,False
11474,,BROU-RM1-1/2X,,,,,,False
11475,,BROU-CP1/2,,,,,,False
11477,,BROU-RB1-1/4X,,,,,,False
11479,,BROU-PP1-1/8X,,,,,,False
11480,,BROU-PP1-3/8X,,,,,,False
11481,,BROU-DR1-3/8X,,,,,,False
11482,,BROU-C1-3/8X,,,,,,False
11485,,BROU-BC1-1/8X,,,,,,False
11486,,BROU-M1-1/8X,,,,,,False
11506,,CHP-23X,,,,,,False
11511,,POHE-8CU,,,,,,False
11514,,POHE-11CU,,,,,,False
11515,,POHE-7CU,,,,,,False
11516,,POHE-CLAC,,,,,,False
11520,,CA-104,,,,,,False
11523,,CA-105,,,,,,False
11524,,LLM-2D,,,,,,False
11525,,LLM-2C,,,,,,False
11526,,CA-106,,,,,,False
11528,,CARRO-3,,,,,,False
11529,,CO-510,,,,,,False
11530,,ACO-2,,,,,,False
11531,,ACO-3,,,,,,False
11533,,POHE-10C,,,,,,False
11534,,POHE-9C,,,,,,False
11535,,CO-512,,,,,,False
11536,,POHE-12C,,,,,,False
11537,,POHE-13C,,,,,,False
11539,,CEA-18E,,,,,,False
11540,,CEA-10,,,,,,False
11541,,CT-612,,,,,,False
11542,,CT-612X,,,,,,False
11545,,ABT-222,,,,,,False
11547,,ABT-223,,,,,,False
11548,,ABT-386,,,,,,False
11549,,ABT-390,,,,,,False
11553,,CEA-18,,,,,,False
11554,,ABT-782,,,,,,False
11555,,ABT-754,,,,,,False
11556,,CEA-36,"Cepillo de alambre 114 pinceles,rectangular sin mango,TRUPER",TRUPER,Cepillos de alambre e industriales,,,True
11557,,ABT-419,,,,,,False
11559,,CEA-54,,,,,,False
11561,,ABT-496,,,,,,False
11562,,CEA-72,,,,,,False
11565,,ABT-780,,,,,,False
11566,,ABT-418,,,,,,False
11567,,ABT-742,,,,,,False
11569,,CA-2,,,,,,False
11570,,CA-3,,,,,,False
11571,,CO-2,,,,,,False
11572,,CO-3,,,,,,False
11573,,CA-1-1/2F,,,,,,False
11574,,CA-2F,,,,,,False
11575,,CA-3F,,,,,,False
11576,,CA-4F,,,,,,False
11577,,JCA-4P,,,,,,False
11578,,DID-140,,,,,,False
11579,,DID-170,,,,,,False
11580,,DID-370,,,,,,False
11581,,DID-340,,,,,,False
11582,,DID-345,,,,,,False
11584,,DICOF-4512,,,,,,False
11585,,DICOF-4516,,,,,,False
11586,,DICOF-7020,,,,,,False
11587,,DICOF-9020,,,,,,False
11590,,CA-4,,,,,,False
11591,,CO-1-3/4F,,,,,,False
11592,,CO-2-3/4F,,,,,,False
11593,,COM-3/4,,,,,,False
11595,,COM-1,,,,,,False
11596,,COM-1-1/8,,,,,,False
11597,,CATR-6E,,,,,,False
11598,,CATR-6F,,,,,,False
11599,,CATR-6G,,,,,,False
11600,,LIME-36,,,,,,False
11601,,LIME-50,,,,,,False
11602,,LIME-80,,,,,,False
11603,,LIME-120,,,,,,False
11605,,ACO-2M,,,,,,False
11606,,LIMA-36,,,,,,False
11607,,LIMA-40,,,,,,False
11608,,LIMA-50,,,,,,False
11609,,LIMA-60,,,,,,False
11610,,LIMA-80,,,,,,False
11611,,LIMA-100,,,,,,False
11612,,LIMA-120,,,,,,False
11613,,LIMA-150,,,,,,False
11614,,LIMA-180,,,,,,False
11618,,LIAG-80,,,,,,False
11619,,LIAG-100,,,,,,False
11620,,LIAG-120,,,,,,False
11621,,LIAG-150,,,,,,False
11622,,LIAG-180,,,,,,False
11623,,LIAG-220,,,,,,False
11624,,LIAG-240,,,,,,False
11625,,LIAG-280,,,,,,False
11626,,LIAG-320,,,,,,False
11627,,LIAG-360,,,,,,False
11628,,LIAG-400,,,,,,False
11629,,LIAG-500,,,,,,False
11630,,LIAG-600,,,,,,False
11631,,ACO-3M,,,,,,False
11632,,LIAG-1000,,,,,,False
11634,,LIAG-1200,,,,,,False
11635,,DICOF-4510I,"Disco abrasivo de corte preciso acero inox 4-1/2""x1mm TRUPER",TRUPER,"Discos abrasivos de corte preciso para metal, acero inoxidable, multimaterial y de diamante",,,True
11637,,DICOF-7018I,,,,,,False
11640,,LIMER-36,,,,,,False
11641,,LIMER-50,,,,,,False
11642,,LIMER-80,,,,,,False
11643,,LIMER-120,,,,,,False
11644,,LIMER-40,,,,,,False
11645,,LIMER-100,,,,,,False
11646,,LIAG-60,,,,,,False
11647,,LIAG-1500,,,,,,False
11648,,LIAG-2000,,,,,,False
11660,,LIPL-100-1X45,,,,,,False
11661,,LIPL-100-1-1/2X45,,,,,,False
11662,,LIPL-120-1X45,,,,,,False
11663,,LIPL-120-1-1/2X45,,,,,,False
11667,,PIAS-109,,,,,,False
11668,,PIAS-108,,,,,,False
11669,,PIGUA-198,,,,,,False
11670,,DLT-1700,,,,,,False
11671,,DLT-1701,,,,,,False
11672,,DLT-1703,,,,,,False
11673,,DLT-1716,,,,,,False
11674,,DLT-1717,,,,,,False
11675,,DLT-1719,,,,,,False
11676,,DLT-1730,,,,,,False
11677,,DLT-1731,,,,,,False
11678,,DLT-1733,,,,,,False
11680,,JPM-5,,,,,,False
11681,,CB-IMP-1/2N,,,,,,False
11682,,IMP-1/2N,,,,,,False
11687,,DLT-1702,,,,,,False
11688,,DLT-1718,,,,,,False
11689,,DLT-1732,,,,,,False
11690,,425-114,,,,,,False
11691,,425-054-C,,,,,,False
11692,,425-262-C,,,,,,False
11693,,425-064,,,,,,False
11694,,425-022,,,,,,False
11697,,425-085,,,,,,False
11699,,425-031,,,,,,False
11700,,BVI-1/8,,,,,,False
11701,,BVI-3/16,,,,,,False
11702,,BVI-1/4,,,,,,False
11703,,BVI-5/16,,,,,,False
11704,,BVI-3/8,,,,,,False
11705,,BVI-1/2,,,,,,False
11707,,425-204-C,,,,,,False
11709,,HC-1-3/4,,,,,,False
11733,,425-063,,,,,,False
11736,,425-075-C,,,,,,False
11738,,425-031-C1,,,,,,False
11740,,CAT-45ND,,,,,,False
11751,,LI-CA-150,,,,,,False
11752,,CAT-50ND,,,,,,False
11753,,CAT-15ND,,,,,,False
11761,,CAT-55ND,,,,,,False
11767,,CB-ESMA-4580N,,,,,,False
11769,,CB-ESMA-4590N,,,,,,False
11771,,CB-ESMA-4512N,,,,,,False
11775,,CAZ-120X,,,,,,False
11776,,CAT-60ND,,,,,,False
11777,,CAT-60PL,,,,,,False
11779,,SICI-7-1/4N4,,,,,,False
11781,,SOIN-101,,,,,,False
11787,,SOIN-110/130,,,,,,False
11789,,RE-PIPI-420X,"Repuestos de pistolas para pintar, PIPI-420X, TRUPER EXPERT",TRUPER EXPERT,"Pistolas de aire de GRAVEDAD, flujo de aire controlado",,,True
11811,,CHA-19S,,,,,,False
11812,,CHA-22S,,,,,,False
11835,,425-002,,,,,,False
11850,,N,,,,,,False
11852,,RN,,,,,,False
11853,,LI-CA-800X,,,,,,False
11854,,CARN,,,,,,False
11856,,SS,,,,,,False
11858,,LLSS,,,,,,False
11862,,RSO,,,,,,False
11863,,TN-AZ-9X,"Tenaza 9"" para azulejo, TRUPER EXPERT",TRUPER EXPERT,Tenazas | Tiroleras,,,True
11865,,ETA-8X,,,,,,False
11866,,CM,,,,,,False
11867,,PUDE-9060,,,,,,False
11868,,R,"Rin, eje y baleros para carretillas EXPERT, TRUPER y PRETUL",TRUPER,Refacciones para carretillas bastidor tubular,,,True
11869,,PUDE-9070,,,,,,False
11870,,E,"Eje corto para carretillas 1 llanta EXPERT, TRUPER y PRETUL",TRUPER,Refacciones para carretillas bastidor tubular,,,True
11871,,PUDE-9100,,,,,,False
11873,,PUDE-9075,,,,,,False
11875,,PUDE-9090,,,,,,False
11876,,J-CH,Chumaceras para carretillas de 1 llanta EXPERT/TRUPER/PRETUL,TRUPER,Refacciones para carretillas bastidor tubular,,,True
11877,,KITB-4X,,,,,,False
11879,,ETA-10X,,,,,,False
11881,,ETA-12X,,,,,,False
11882,,SL-45/50/60,2 soportes calibre 15 para carretillas TRUPER,TRUPER,Refacciones para carretillas bastidor tubular,,,True
11884,,JSD-45/50/60,2 tirantes calibre 15 para carretillas TRUPER y EXPERT,TRUPER EXPERT,Refacciones para carretillas bastidor tubular,,,True
11885,,PUN-19X,,,,,,False
11886,,RT,Puente 580 kg para carretillas TRUPER,TRUPER,Refacciones para carretillas bastidor tubular,,,True
11887,,PUN-31X,,,,,,False
11889,,PUN-58X,,,,,,False
11894,,CO-45,,,,,,False
11895,,PUN-47X,,,,,,False
11896,,CO-50,,,,,,False
11897,,JSDS-15,,,,,,False
11899,,DICOF-4510X,,,,,,False
11900,,CO-60,,,,,,False
11901,,DICOF-4512X,,,,,,False
11905,,425-031-C,,,,,,False
11913,,GAS-400A,,,,,,False
11914,,GAS-400N,,,,,,False
11915,,GAS-275,,,,,,False
11920,,GAS-220X,,,,,,False
11923,,MECH-65,,,,,,False
11924,,BOQ-R,,,,,,False
11925,,MECH-R,,,,,,False
11931,,R25-25/50/10L,,,,,,False
11932,,R61-COMP-10L,,,,,,False
11940,,SELO-80,,,,,,False
11941,,SELO-100,,,,,,False
11960,,FAJA-SC,,,,,,False
11961,,FAJA-MC,,,,,,False
11962,,FAJA-LC,,,,,,False
11963,,FAJA-XLC,,,,,,False
11964,,FAJA-SV,,,,,,False
11965,,FAJA-MV,,,,,,False
11966,,FAJA-LV,,,,,,False
11967,,FAJA-XLV,,,,,,False
11971,,REV-8,,,,,,False
11973,,CA-36,,,,,,False
11975,,REV-12M,,,,,,False
11979,,CA-38,,,,,,False
11981,,CA-38M,,,,,,False
11982,,CA-38F,,,,,,False
11985,,MECH-90,,,,,,False
11986,,MECH-65R,,,,,,False
11987,,BOQ-90,,,,,,False
12005,,FUM-006,,,,,,False
12006,,4L,,,,,,False
12007,,FUM-085-C,,,,,,False
12009,,4C,,,,,,False
12010,,FUM-008,,,,,,False
12012,,5L,,,,,,False
12013,,FUM-023,,,,,,False
12015,,5C,,,,,,False
12017,,FUM-081,,,,,,False
12018,,6L,,,,,,False
12021,,6C,,,,,,False
12022,,CH-3,,,,,,False
12024,,CH-7,,,,,,False
12028,,REP-CH7-2,,,,,,False
12031,,FUM-114,,,,,,False
12032,,FUM-262-C,,,,,,False
12033,,CU-C4/5,,,,,,False
12036,,CU-C6,,,,,,False
12042,,CCU-C4/5,,,,,,False
12045,,CCU-C6,,,,,,False
12047,,MG-MACE,,,,,,False
12051,,MGPE-CE,,,,,,False
12053,,FUM-075-C,,,,,,False
12055,,FUM-085,,,,,,False
12058,,E-9R,,,,,,False
12059,,E-9C,,,,,,False
12061,,PAF-AZ,,,,,,False
